OGA_ID	sample_ID	station	depth	size fraction	latitude	longitude	OGA_ID	Station	ENA_ID	INSDC_ID	BioSamples_ID	Sample_method	Depth_Nominal	Environmental_feature	Fraction_Lower (µm)	Fraction_Upper (µm)	Biome	Region	Province	Barcode	Date_Time	Seafloor (m)	Temperature (°C)	Salinity (PSU)	Density (kg/m**3)	Distance_coast (km)	Chlorophyll_A (mg/m**3)	Depth (m)	PAR (mol quanta/m**2/day)	O2 (µmol/kg)	NO3 (µmol/l)	Iron_5m* (µmol/l)	Ammonium_5m* (µmol/l)	Nitrite_5m* (µmol/l)	Nitrate_5m* (µmol/l)	CDOM* (ppb (QSE))	NPP_C* (mg/m**2/day)	POC* (µg/kg)	PIC* (mol/m3)	Alkalinity (µmol/kg)	Carbon Total (µmol/kg)	CO2 (µmol/kg)	CO3 (µmol/kg)	HCO3 (µmol/kg)	pH (-)	NO2 (µmol/l)	PO4 (µmol/l)	NO3_NO2 (µmol/l)	Si (µmol/l)	MLD (m)	DCM (m)	Depth_max_Brunt_Väisälä_freq (m)	Depth_max_O2 (m)	Depth_min_O2 (m)	Depth_nitracline (m)	Shannon_Darwin* (-)	Shannon_Physat* (-)	miTAG_SILVA_Chao (-)	miTAG_SILVA_Shannon (-)	OG_Richness (-)	OG_Evenness (-)	Chlorophyll c3 (mg/m**3)	Peridinin (mg/m**3)	Fucoxanthin (mg/m**3)	Prasinoxanthin (mg/m**3)	19-Hexanoyloxyfucoxanthin (mg/m**3)	Alloxanthin (mg/m**3)	Zeaxanthin (mg/m**3)	Lutein (mg/m**3)	Latitude (-)	Longitude (-)	Sea_ice* (%)	Season	Season_subperiod	Okubo-Weiss* (-)	Lyapunov* (l/day)	Residence_time* (days)
11	TARA_E500000331	TARA_025	DCM	[0.22-3µm]	39.3991	19.3997	TARA_025_DCM_0.22-1.6	TARA_025	ERS488509	ERR599153|ERR599094	SAMEA2619782	SEQ-(100L)_W0.22-1.6	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	1.6	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)	TARA_E500000331	2009-11-23T13:52	-1274	15.181967	38.489083	28.626442	38.5477	0.06	50	0.04793	229.908917		0.001387952	0.002326648	0.028696594	0.048666991		420.545	72.959285736084	0.00013645339640789							0.1055		0.3595	1.354	31	47	44	39	785		0.276219	0.500541													39.3991	19.3997	0	autumn	late	0.369749	0	0
12	TARA_E500000178	TARA_025	SRF	[0.22-3µm]	39.3888	19.3905	TARA_025_SRF_0.22-1.6	TARA_025	ERS488486	ERR598951|ERR599043	SAMEA2619766	SEQ-(100L)_W0.22-1.6	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	1.6	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)	TARA_E500000178	2009-11-23T09:12	-1273	18.319192	38.185333	27.633617	39.754	0.0366	5	4.662947	217.809833		0.001387952	0.002326648	0.028696594	0.048666991		420.545	66.730491638184	9.1601399617503E-5			11.461316			8.136645	0.00425	0.00525	0.03525	1.0505	30	54	41	37	174		0.276219	0.500541													39.3888	19.3905	0	autumn	late	0.369749	0	0
13	TARA_A100001011	TARA_030	DCM	[0.22-3µm]	33.9235	32.8118	TARA_030_DCM_0.22-1.6	TARA_030	ERS478040	ERR318619|ERR318621|ERR318618|ERR318620	SAMEA2591122	SEQ-(100L)_W0.22-1.6	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	1.6	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)	TARA_A100001011	2009-12-15T15:23	-1537	18.61621	39.23456	28.36135	73.8658	0.03168	70	0.152948	218.75115	0.078824	0.001388157	0.003270233	0.034886073	0.054155687		291.834	45.092849731445	0.00019100852841802	0.00045	0.00395		0.0227	0		0.005	0		0.6655	52	64	67	61	129	131	0.239124	0.393525					0.0209	0.0017	0.00395	0	0.06235	0	0.054	0	33.9235	32.8118	0	autumn	late	-0.309549	0.097233	2.777778
14	TARA_A100001015	TARA_030	SRF	[0.22-3µm]	33.9179	32.898	TARA_030_SRF_0.22-1.6	TARA_030	ERS478017	ERR315863|ERR315862	SAMEA2591108	SEQ-(100L)_W0.22-1.6	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	1.6	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)	TARA_A100001015	2009-12-15T10:41	-1497	20.4425	39.42311	28.0195	72.8349	0.01488	5	14.994186	207.61355	0.188705	0.001388157	0.003270233	0.034886073	0.054155687		288.505	36.404586791992	3.8366953049262E-5	0	0.005		0.0106	0		0.00125	0.00025	0.0455	0.816	50	73	59	55	151	193	0.239124	0.393525	3185.33354	6.378839697	12611.5	0.753523663	0.0104	0.0012	0.005	0	0.0354	0	0.0369	0	33.9179	32.898	0	autumn	late	-0.309549	0.097233	2.777778
15	TARA_A100001403	TARA_031	SRF	[0.22-3µm]	27.16	34.835	TARA_031_SRF_0.22-1.6	TARA_031	ERS488545	ERR598969|ERR599106	SAMEA2619802	SEQ-(100L)_W0.22-1.6	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	1.6	Coastal Biome	[RS] Red Sea (MRGID:4264)	[REDS] Red Sea, Persian Gulf Province (MRGID:21474)	TARA_A100001403	2010-01-09T07:15	-1019	25.0281	39.96035	27.086225	71.862	0	5	20.015134	189.91675	0	0.001387113	0.011221905	0.040771591	0.284178823	2.20208	338.461	42.803701400757	8.2300386566203E-5	0	0.00475	10.150114	0.0044	0	8.086712	0.00925	0.01225	0.036	0.8825	53	80	89	60	293	160	0.518846	0.457792					0.00615	0.00205	0.00475	0	0.0179	0	0.13445	0	27.16	34.835	0	winter	early	0.162621	0.028165	1.194444
16	TARA_A100001037	TARA_032	DCM	[0.22-3µm]	23.4183	37.245	TARA_032_DCM_0.22-1.6	TARA_032	ERS488599	ERR599061|ERR599097	SAMEA2619840	SEQ-(100L)_W0.22-1.6	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	1.6	Coastal Biome	[RS] Red Sea (MRGID:4264)	[REDS] Red Sea, Persian Gulf Province (MRGID:21474)	TARA_A100001037	2010-01-11T14:17	-947	26.12925	40.187042	26.917092	80.7753	0.0782	80	0.073201	181.501	0.47262	0.001387787	0.020147547	0.010496082	0.00528441		328.502	47.785846710205	0.00016796746785985	0.0061	0.0082		0.0427	0.0102		0.01	0.025		0.85	96	76	191	14	202	204	0.492752	0.522515					0.0463	0.0046	0.0082	0.0103	0.1212	0.0038	0.1282	0	23.4183	37.245	0	winter	early	-0.014886		0
17	TARA_A100001035	TARA_032	SRF	[0.22-3µm]	23.36	37.2183	TARA_032_SRF_0.22-1.6	TARA_032	ERS488569	ERR599155|ERR599041|ERR599116	SAMEA2619818	SEQ-(100L)_W0.22-1.6	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	1.6	Coastal Biome	[RS] Red Sea (MRGID:4264)	[REDS] Red Sea, Persian Gulf Province (MRGID:21474)	TARA_A100001035	2010-01-11T07:21	-1010	25.811708	39.7709	26.698217	88.3462	0.0024	5	21.787103	188.341917	0.279747	0.001387787	0.020147547	0.010496082	0.00528441	1.94753	330.698	46.908721923828	0.00016270108608296	0	0.00435	19.33961	0.00405	0	7.845202	0.01075	0.00875	0	0.8775	104	78	170	13	216	208	0.492752	0.522515					0.00595	0.00195	0.00435	0	0.01545	0	0.1032	0	23.36	37.2183	0	winter	early	-0.014886		0
18	TARA_A100001234	TARA_033	SRF	[0.22-3µm]	21.9467	38.2517	TARA_033_SRF_0.22-1.6	TARA_033	ERS488621	ERR599134|ERR599049	SAMEA2619857	SEQ-(100L)_W0.22-1.6	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	1.6	Coastal Biome	[RS] Red Sea (MRGID:4264)	[REDS] Red Sea, Persian Gulf Province (MRGID:21474)	TARA_A100001234	2010-01-13T07:16	-987	27.3097	38.9435	25.59125	61.5397	0.0369	5	14.642101	183.589125	0.253501	0.001387791	0.01949049	0.006877633	0.006859351	1.35803	466.189	63.108032226562	0.00012500926823122	0.0019	0.007	20.838036	0.00775	0	7.80708	0.003	0.04575	0.006	1.12025	56	30	77	45	153	153	0.501863	0.528461	2993.087996	6.469166693	13578.1	0.752880222	0.01355	0.0019	0.007	0.00305	0.03885	0.00295	0.20015	0	21.9467	38.2517	0	winter	early	0.450777	0	0
19	TARA_B100000029	TARA_034	DCM	[0.22-3µm]	18.4417	39.8567	TARA_034_DCM_0.22-1.6	TARA_034	ERS488685	ERR599111|ERR598975	SAMEA2619907	SEQ-(100L)_W0.22-1.6	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	1.6	Coastal Biome	[RS] Red Sea (MRGID:4264)	[REDS] Red Sea, Persian Gulf Province (MRGID:21474)	TARA_B100000029	2010-01-20T11:50	-1400	27.558763	38.895025	25.47435	74.2982	0.0717	60	0.011577	175.509	0	0.001387755	0.015265826	0.004066339	0.004693778	1.36093	421.174			0.0052	0.0312		0.0471	0		0.269	0.0885	0.635	1.3525	63	22	81	13	244	150	0.261065	0.549026					0.0528	0.0064	0.0312	0.012	0.1249	0	0.0377	0	18.4417	39.8567	0	winter	early	0.007657	0	9.972222
20	TARA_B100000003	TARA_034	SRF	[0.22-3µm]	18.3967	39.875	TARA_034_SRF_0.22-1.6	TARA_034	ERS488649	ERR598991|ERR598959	SAMEA2619879	SEQ-(100L)_W0.22-1.6	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	1.6	Coastal Biome	[RS] Red Sea (MRGID:4264)	[REDS] Red Sea, Persian Gulf Province (MRGID:21474)	TARA_B100000003	2010-01-20T04:27	-1419	27.635025	38.64	25.2559	73.7963	0.066	5	2.864579	183.84625	0	0.001387755	0.015265826	0.004066339	0.004693778	1.36093	421.174			0.0037	0.0332		0.0311	0.0108		0.011	0.144	0.029	2.6405	64	60	75	28	201	147	0.261065	0.549026					0.0393	0.0054	0.0332	0.0076	0.1074	0.003	0.097	0	18.3967	39.875	0	winter	early	0.007657	0	9.972222
21	TARA_B100000035	TARA_036	DCM	[0.22-3µm]	20.8222	63.5133	TARA_036_DCM_0.22-1.6	TARA_036	ERS488747	ERR598974|ERR599028	SAMEA2619952	SEQ-(100L)_W0.22-1.6	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	1.6	Coastal Biome	[IO] Indian Ocean (MRGID:1904)	[ARAB] Northwest Arabian Sea Upwelling Province (MRGID:21475)	TARA_B100000035	2010-03-12T12:23	-3403	25.329231	36.535819	24.403813	416.3323	0.14115	17	2.527903	206.568833	1.457658	0.001387736	0.028902045	0.006235578	0.002674747	2.76706	1455.03	224.6708984375	0.00041542176040821	0.0068	0.03175		0.02395	0.00705		0.277	0.431	1.115	1.4395	17	25	3	13	184	90	0.660173	0.513223					0.0377	0.00925	0.03175	0.00365	0.0819	0.00045	0.0544	0.00725	20.8222	63.5133	0	winter	late	-0.03061	0.074837	0
22	TARA_B100000034	TARA_036	SRF	[0.22-3µm]	20.8183	63.5047	TARA_036_SRF_0.22-1.6	TARA_036	ERS488714	ERR598966|ERR599143	SAMEA2619927	SEQ-(100L)_W0.22-1.6	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	1.6	Coastal Biome	[IO] Indian Ocean (MRGID:1904)	[ARAB] Northwest Arabian Sea Upwelling Province (MRGID:21475)	TARA_B100000034	2010-03-12T06:06	-3404	25.681369	36.525962	24.284594	415.5842	0.06795	5	17.265706	209.807083	1.545287	0.001387736	0.028902045	0.006235578	0.002674747	2.69396	1455.03	224.6708984375	0.00041542176040821	0.00285	0.0169	10.95961	0.01325	0.00225	8.054263	0.0455	0.3575	0.1415	1.143	18	21	24	13	596		0.660173	0.513223					0.0208	0.0065	0.0169	0.00045	0.05395	0	0.07005	0.00845	20.8183	63.5047	0	winter	late	-0.03061	0.074837	0
23	TARA_B100000315	TARA_037	MES	[0.22-3µm]	20.8457	63.5851	TARA_037_MES_0.22-1.6	TARA_037	ERS488769	ERR599062|ERR599031	SAMEA2619970	SEQ-(10L-or-15min)_W0.22-1.6	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	1.6	Coastal Biome	[IO] Indian Ocean (MRGID:1904)	[ARAB] Northwest Arabian Sea Upwelling Province (MRGID:21475)	TARA_B100000315	2010-03-12T17:08	-3391	11.984006	35.672725	27.130513	422.5596	0.00135	600	0	2.81625	31.290804	0.001387737	0.028889008	0.005607758	0.000920977	2.88692	1261.87	233.29707336426	0.00044534083281178	0	0		0	0							49	30	13	587	95							0	0	0	0	0	0	0.0004	0.0002	20.8457	63.5851	0	winter	late	-0.087532	0.06187	0
24	TARA_B100000073	TARA_038	DCM	[0.22-3µm]	19.0284	64.5126	TARA_038_DCM_0.22-1.6	TARA_038	ERS488830	ERR599082|ERR598949	SAMEA2620021	SEQ-(10L-or-15min)_W0.22-1.6	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	1.6	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_B100000073	2010-03-15T11:18	-3341	25.607735	36.549506	24.3126	575.1294	0.17892	25	1.879871	189.0233	0.672791	0.001387726	0.030032598	0.004277769	0.001138785	4.24259	847.091	116.99991607666	0.00024428716278635	0.0135	0.0262		0.0589	0.0068		0.7	0.417	1.858	1.625	45	23	162	53	289	117	0.542872	0.579343					0.0435	0.0085	0.0262	0.0056	0.1067	0	0.1518	0	19.0284	64.5126	0	winter	late	0.005785	0.069484	0
25	TARA_Y100000294	TARA_038	MES	[0.22-3µm]	19.0351	64.5638	TARA_038_MES_0.22-1.6	TARA_038	ERS488854		SAMEA2620040	SEQ-(dry)_W0.22-1.6	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	1.6	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_Y100000294	2010-03-16T06:13	-3350	14.901445	36.014205	26.787485	579.3061	0.00036	340	0	2.9502	22.18992	0.001387726	0.030032598	0.004277769	0.001138785	4.33027	847.091	96.306526184082	0.00021776983339805	0	0		0	0.0061		0.691	2.639	23.43	38.94	18	27	114	14	475	109	0.542872	0.579343					0	0	0	0	0	0	0.0012	0.0006	19.0351	64.5638	0	winter	late	0.005785	0.069484	0
26	TARA_B100000066	TARA_038	SRF	[0.22-3µm]	19.0393	64.4913	TARA_038_SRF_0.22-1.6	TARA_038	ERS488799	ERR599102|ERR599158	SAMEA2620000	SEQ-(10L-or-15min)_W0.22-1.6	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	1.6	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_B100000066	2010-03-15T03:35	-3344	26.313595	36.618044	24.148331	584.8344	0.05004	5	23.003181	187.7395	0.632675	0.001387726	0.030032598	0.004277769	0.001138785	4.12012	851.496	116.99991607666	0.00024428716278635	0.00375	0.00775		0.01315	0		0.107	0.337	0.4195	1.278	20	27	126	13	704	120	0.542872	0.579343					0.0114	0.0019	0.00775	0.0009	0.02745	0	0.1641	0	19.0393	64.4913	0	winter	late	0.005785	0.069484	0
27	TARA_B100000085	TARA_039	DCM	[0.22-3µm]	18.5839	66.4727	TARA_039_DCM_0.22-1.6	TARA_039	ERS488916	ERR599145	SAMEA2620081	SEQ-(100L)_W0.22-1.6	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	1.6	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_B100000085	2010-03-18T11:33	-3265	26.692435	36.40162	23.87718	468.2075	0.12402	25	4.100441	187.47615	0	0.00138772	0.0255102	0.004728645	0.003323513	2.1758	533.091	81.80855178833	0.00022889704268891	0.00115	0.00545		0.00925	0		0.011	0.2465	0.0675	1.2415	26	41	3	13	480	124	0.386281	0.51759					0.01255	0.00495	0.00545	0.00095	0.03505	0	0.0962	0	18.5839	66.4727	0	winter	late	0.403157		2.25
28	TARA_B100000097	TARA_039	MES	[0.22-3µm]	18.7341	66.3896	TARA_039_MES_0.22-1.6	TARA_039	ERS488936	ERR599172|ERR599037	SAMEA2620097	SEQ-(100L)_W0.22-1.6	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	1.6	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_B100000097	2010-03-20T08:15	-3147	15.553795	35.907681	26.565675	462.0824	0.00144	270	0	3.12405	18.560166	0.00138772	0.0255102	0.004728645	0.003323513	1.99059	487.271	80.985832214355	0.0002070110058412	0	0		0	0.0058		2.074	2.64	21.22	38.62	14	34	3	16	486	125	0.386281	0.51759					0	0	0	0	0	0	0.0013	0	18.7341	66.3896	0	spring	early	0.403157		2.25
