		TARA_004_DCM_0.22-1.6	TARA_004_SRF_0.22-1.6	TARA_007_DCM_0.22-1.6	TARA_007_SRF_0.22-1.6	TARA_009_DCM_0.22-1.6	TARA_009_SRF_0.22-1.6	TARA_018_DCM_0.22-1.6	TARA_018_SRF_0.22-1.6	TARA_023_DCM_0.22-1.6	TARA_023_SRF_0.22-1.6	TARA_025_DCM_0.22-1.6	TARA_025_SRF_0.22-1.6	TARA_030_DCM_0.22-1.6	TARA_030_SRF_0.22-1.6	TARA_031_SRF_0.22-1.6	TARA_032_DCM_0.22-1.6	TARA_032_SRF_0.22-1.6	TARA_033_SRF_0.22-1.6	TARA_034_DCM_0.22-1.6	TARA_034_SRF_0.22-1.6	TARA_036_DCM_0.22-1.6	TARA_036_SRF_0.22-1.6	TARA_037_MES_0.22-1.6	TARA_038_DCM_0.22-1.6	TARA_038_MES_0.22-1.6	TARA_038_SRF_0.22-1.6	TARA_039_DCM_0.22-1.6	TARA_039_MES_0.22-1.6	TARA_041_DCM_0.22-1.6	TARA_041_SRF_0.22-1.6	TARA_042_DCM_0.22-1.6	TARA_042_SRF_0.22-1.6	TARA_045_SRF_0.22-1.6	TARA_048_SRF_0.22-1.6	TARA_052_DCM_0.22-1.6	TARA_052_SRF_0.22-1.6	TARA_056_MES_0.22-3	TARA_056_SRF_0.22-3	TARA_057_SRF_0.22-3	TARA_058_DCM_0.22-3	TARA_062_SRF_0.22-3	TARA_064_DCM_0.22-3	TARA_064_MES_0.22-3	TARA_064_SRF_0.22-3	TARA_065_DCM_0.22-3	TARA_065_MES_0.22-3	TARA_065_SRF_0.22-3	TARA_066_DCM_0.22-3	TARA_066_SRF_0.22-3	TARA_067_SRF_0.22-3	TARA_068_DCM_0.22-3	TARA_068_MES_0.22-3	TARA_068_SRF_0.22-3	TARA_070_MES_0.22-3	TARA_070_SRF_0.22-3	TARA_072_DCM_0.22-3	TARA_072_MES_0.22-3	TARA_072_SRF_0.22-3	TARA_076_DCM_0.22-3	TARA_076_MES_0.22-3	TARA_076_SRF_0.22-3	TARA_078_DCM_0.22-3	TARA_078_MES_0.22-3	TARA_078_SRF_0.22-3	TARA_082_DCM_0.22-3	TARA_085_DCM_0.22-3	TARA_085_MES_0.22-3	TARA_085_SRF_0.22-3	TARA_093_DCM_0.22-3	TARA_093_SRF_0.22-3	TARA_094_SRF_0.22-3	TARA_096_SRF_0.22-3	TARA_098_DCM_0.22-3	TARA_098_MES_0.22-3	TARA_098_SRF_0.22-3	TARA_099_SRF_0.22-3	TARA_100_DCM_0.22-3	TARA_100_DCM_0.22-3	TARA_100_SRF_0.22-3	TARA_102_DCM_0.22-3	TARA_102_MES_0.22-3	TARA_102_SRF_0.22-3	TARA_109_DCM_0.22-3	TARA_109_MES_0.22-3	TARA_109_SRF_0.22-3	TARA_110_DCM_0.22-3	TARA_110_MES_0.22-3	TARA_110_SRF_0.22-3	TARA_111_DCM_0.22-3	TARA_111_MES_0.22-3	TARA_111_SRF_0.22-3	TARA_112_DCM_0.22-3	TARA_112_MES_0.22-3	TARA_112_SRF_0.22-3	TARA_122_DCM_0.22-3	TARA_122_MES_0.22-3	TARA_122_SRF_0.22-3	TARA_123_MIX_0.22-3	TARA_123_SRF_0.22-3	TARA_124_MIX_0.22-3	TARA_124_SRF_0.22-3	TARA_125_MIX_0.22-3	TARA_125_SRF_0.22-3	TARA_128_DCM_0.22-3	TARA_128_SRF_0.22-3	TARA_132_DCM_0.22-3	TARA_132_MES_0.22-3	TARA_132_SRF_0.22-3	TARA_133_DCM_0.22-3	TARA_133_MES_0.22-3	TARA_133_SRF_0.22-3	TARA_137_DCM_0.22-3	TARA_137_MES_0.22-3	TARA_137_SRF_0.22-3	TARA_138_DCM_0.22-3	TARA_138_MES_0.22-3	TARA_138_SRF_0.22-3	TARA_140_SRF_0.22-3	TARA_141_SRF_0.22-3	TARA_142_DCM_0.22-3	TARA_142_MES_0.22-3	TARA_142_SRF_0.22-3	TARA_145_MES_0.22-3	TARA_145_SRF_0.22-3	TARA_146_MES_0.22-3	TARA_146_SRF_0.22-3	TARA_148_SRF_0.22-3	TARA_148b_MES_0.22-3	TARA_149_MES_0.22-3	TARA_149_SRF_0.22-3	TARA_150_DCM_0.22-3	TARA_150_SRF_0.22-3	TARA_151_DCM_0.22-3	TARA_151_SRF_0.22-3	TARA_152_MES_0.22-3	TARA_152_MIX_0.22-3	TARA_152_SRF_0.22-3	TARA_155_DCM_0.22-3	TARA_155_MES_0.22-3	TARA_155_SRF_0.22-3	TARA_158_DCM_0.22-3	TARA_158_MES_0.22-3	TARA_158_SRF_0.22-3	TARA_163_MES_0.22-3	TARA_163_SRF_0.22-3	TARA_168_MIX_0.22-3	TARA_168_SRF_0.22-3	TARA_173_DCM_0.22-3	TARA_173_DCM_0.22-3	TARA_173_SRF_0.22-3	TARA_175_SRF_0.22-3	TARA_175_ZZZ_0.22-3	TARA_178_SRF_0.22-3	TARA_180_SRF_0.22-3	TARA_180_DCM_0.22-3	TARA_188_DCM_0.22-3	TARA_188_SRF_0.22-3	TARA_189_DCM_0.22-3	TARA_189_MES_0.22-3	TARA_189_SRF_0.22-3	TARA_191_SRF_0.22-3	TARA_193_SRF_0.22-3	TARA_194_DCM_0.22-3	TARA_194_SRF_0.22-3	TARA_196_SRF_0.22-3	TARA_201_DCM_0.22-3	TARA_201_MES_0.22-3	TARA_201_SRF_0.22-3	TARA_205_MES_0.22-3	TARA_205_SRF_0.22-3	TARA_206_MES_0.22-3	TARA_206_SRF_0.22-3	TARA_208_SRF_0.22-3	TARA_209_MES_0.22-3	TARA_209_SRF_0.22-3	TARA_210_MES_0.22-3	TARA_210_SRF_0.22-3
OM-RGC.v2.010216512	Biota; Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.8295456990849E-9	0	0	1.0829824531289E-8	0	2.1604975508646E-8	0	0	3.1198978753005E-9	2.0167840906596E-8	0	2.4066003978115E-7	5.335373814582E-8	5.1414265559249E-7	1.6228619866841E-7	4.982483187133E-8	0	5.2118130022432E-9	2.1662711640252E-8	1.8660108709198E-8	8.6312545667098E-9	2.7217937056629E-8	0	5.3810168653053E-8	8.7865464370463E-9	0	1.1158868776286E-8	2.5321479201537E-8	0	0	0	0	0	0	0	2.2725880655651E-8	0	9.6907441409095E-9	0	0	0	3.9992427844289E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8621553721335E-9	0	2.4954850567372E-8	7.7783132694538E-9	0	5.0236129406457E-9	0	0	0	0	0	0	5.8080702882956E-9	4.8339500550023E-9	2.2100796973862E-8	0	6.0535060581893E-9	8.2432903445989E-9	1.1807486480858E-8	0	1.386256563656E-8	0	5.5879813949007E-9	0	0	8.2082518355731E-9	0	0	0	0	0	3.3198296414801E-8	0	0	1.4625711566442E-7	0	4.1781783233666E-8	3.1113743700288E-7	1.253389217135E-8	4.2319957332827E-7	0	1.2847192684539E-8	0	1.1936595484838E-7	2.0212369505079E-7	1.3114393639041E-8	0	1.5852741722086E-7	7.8425836342279E-9	1.8036827431468E-8	0	8.7136603896125E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.010473320	Biota; Bacteria	0	3.9686045822498E-9	0	0	0	1.4525226363946E-9	0	0	0	0	0	0	0	0	0	0	0	0	3.1428563094079E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3582398414695E-9	0	0	0	0	0	0	0	0	0	0	5.0026646597089E-8	0	1.6422263389912E-8	0	0	0	0	0	0	0	0	9.4909821275286E-9	0	0	0	0	0	0	0	0	0	0	5.5301040240192E-8	0	1.2834196290327E-8	4.4115949297072E-8	0	0	0	1.7302364756431E-8	4.1699018878064E-9	1.599804590017E-8	1.0861291155837E-7	0	3.4894651943354E-8	3.4062195275772E-7	9.3912619931079E-8	2.3399047150123E-7	6.1770266608169E-8	0	2.7067020018407E-9	1.3073756450473E-8	0	3.591619683035E-8	0	0	9.3004826347435E-9	0	0	8.334208988084E-9	0	0	0	4.0856574650174E-8	1.2801783878591E-8	8.7749564501657E-9	0	3.2348087799189E-7	0	0	0	0	0	4.379147567942E-8	3.990577279412E-8	0	0	0	4.9459688758466E-9	0	0	0	0	0	0	0	0	0	0	0	9.5442662351166E-9	0	0	0	0	9.8062879818405E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.010943367	Biota; Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.7046835019228E-8	0	5.7049195390382E-9	0	0	0	0	0	0	0	0	0	0	0	2.8600081449698E-7	0	0	0	0	0	3.8940568076065E-7	0	0	2.8532805167978E-7	0	0	0	0	0	2.4031680590421E-7	0	1.5101105469868E-7	0	0	8.6012374535135E-8	0	0	3.3908577339072E-7	0	0	3.8642255523027E-7	0	0	0	9.8512946785171E-8	0	0	0	0	0	0	2.4137269896496E-7	0	0	0	1.6490800933805E-8	0	0	2.8180133983128E-7	0	0	1.8479925680294E-7	0	0	1.1925228129397E-7	0	0	1.4399795977523E-7	0	0	1.9098233948406E-7	0	0	1.8231962269514E-7	0	3.7729939686512E-9	0	0	0	0	0	0	0	0	2.2220377568778E-7	0	0	3.5661715818177E-7	0	9.0330053367068E-9	6.1114700953903E-8	0	0	8.0088905209754E-8	0	0	0	8.9654608520526E-9	2.5161848494813E-7	0	2.3131546384032E-7	1.1392894765769E-8	2.599156163432E-7	5.2179557111534E-9	0	1.6363489383525E-7	5.3540771481697E-7	0	0	0	0	0	3.5590276294761E-7	0	0	0	1.3885667649087E-7	0	0	6.8307525204941E-8	0	0	0	0	0	0	0	0	0	5.803629390219E-9	0	0	0	0	0	0	3.1298612117279E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.011318615	Biota; Bacteria	0	0	1.9435713002046E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9310933702774E-8	0	0	0	1.1892868237152E-7	0	8.1846063526723E-8	0	0	1.4057608651209E-8	0	0	0	0	0	0	0	0	3.0173952251267E-7	0	0	0	0	0	4.9801548224529E-7	0	0	2.5526594395281E-7	0	0	0	0	0	2.6726603833445E-7	0	2.2877149891633E-7	0	0	2.2071066002981E-7	0	0	4.606679770392E-7	0	0	2.2281586304291E-7	0	0	0	7.1524053387354E-8	0	0	0	0	0	0	2.3062563226693E-7	0	0	0	3.2750814577222E-8	0	0	6.2288884823087E-7	0	0	3.3011525604907E-7	0	0	2.4484309177555E-7	0	0	2.9376946296632E-7	0	0	2.6768968984458E-7	0	0	3.9528908635098E-7	0	0	0	0	0	0	0	0	0	0	2.4747053999122E-7	0	0	3.7896115727873E-7	0	2.2974074914397E-8	1.0395331641047E-7	0	0	1.9617096590616E-7	0	0	0	0	3.8222977173232E-7	0	4.4005816146078E-7	0	2.6304968450564E-7	0	5.6999659686807E-9	1.4526581877243E-7	3.1465148207857E-7	0	0	0	1.1244864251346E-8	0	2.4496613148088E-7	0	0	0	6.3131659509399E-8	0	0	3.4420496969121E-8	0	7.2061060928978E-10	0	0	0	0	0	0	0	1.1905958207576E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.012197908	Biota; Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9207100022743E-8	0	1.2944479059811E-8	1.0353071694919E-7	0	1.5852624593978E-7	3.6405496306147E-8	2.4329882625737E-8	0	1.6347061917353E-8	0	5.3540212818211E-8	2.7875969539419E-8	0	8.4201789247909E-8	2.9854270161174E-8	2.3656659577658E-8	3.6062074723286E-8	0	4.5346719686379E-9	6.0698108692483E-9	4.5386164510457E-9	0	0	0	0	5.8636240262938E-9	0	0	6.7194105156784E-9	0	0	0	2.3922161374916E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2154446925562E-8	0	1.5422026298759E-8	3.1709708948543E-8	0	6.8275519889501E-8	3.6560814427591E-8	0	3.7131052169846E-9	0	0	0	0	0	0	0	0	0	0	9.8027050187761E-9	8.9600982006389E-9	7.5920764267631E-9	0	3.5278676460395E-8	3.2446003135029E-8	3.8381833355478E-8	0	0	0	0	0	0	0	0	1.5056958985382E-8	0	0	0	1.073173740526E-7	5.3011275023759E-8	1.1843094835849E-8	0	1.1645557879146E-8	0	0	0	1.0972144025048E-8	2.361092622604E-8	0	0	0	2.062729995042E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.013443310	Biota; Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.755956833628E-8	0	2.2530178330891E-8	0	0	0	0	0	0	0	0	0	0	0	1.2556781261617E-7	0	0	0	0	0	6.0685161706212E-8	0	0	1.9123238225134E-7	0	0	0	0	0	7.108843028679E-8	0	1.0215648645396E-7	0	0	1.0483366310355E-7	0	0	1.0478433494352E-7	0	0	1.0369986623523E-7	0	0	0	1.4309124289418E-8	0	0	0	0	0	0	1.3454167846666E-7	0	0	0	9.558430121716E-8	0	0	2.4900737536091E-7	0	0	8.6073423752272E-8	0	0	1.5984588096003E-7	0	0	1.6991976616093E-7	0	0	1.8773268786325E-7	0	0	1.7251315321388E-7	0	0	0	0	0	0	0	0	0	0	6.0740584474819E-8	0	0	2.0075991967689E-7	0	0	9.4585702925494E-8	0	0	1.0025966808353E-7	0	0	0	0	1.0018771360922E-7	0	8.598323343395E-8	0	1.0756625539931E-7	0	0	5.74386404152E-8	1.3542313673875E-7	0	0	0	1.2286137883822E-8	0	1.2586244674204E-7	0	0	0	2.4309017170075E-8	0	0	3.0062413290691E-8	0	2.2243032574226E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.013472704	Biota; Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Halomonas; Halomonas sp. ALS9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6065036830844E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.013509740	Biota; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales	0	0	0	0	0	0	0	0	0	0	5.2654128616255E-9	0	0	0	0	0	0	0	0	0	0	0	0	1.6092462320684E-8	0	0	0	0	7.4747553262305E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8158751611782E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3049510197423E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.014289605	Biota; Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2421550473709E-9	1.5927477404698E-7	0	0	0	0	0	0	0
OM-RGC.v2.014330825	Biota; Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales; Thiotrichaceae; Beggiatoa; Beggiatoa sp. PS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9515440095997E-7	0	0	0	0	0	2.3446153225483E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3578431314302E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.014363862	Biota; Bacteria	5.7388719330769E-8	5.5547255167024E-8	0	0	1.3447760409086E-8	0	7.3979914949227E-9	4.3594605265665E-8	1.216976392029E-8	2.5709022047884E-8	9.911032806631E-9	1.2798977068797E-8	1.51437919104E-8	0	2.606972267036E-8	3.2620576428885E-8	1.3720936162611E-8	0	0	1.5854415041746E-8	0	0	0	4.0649411903414E-9	0	0	0	0	8.2014482773183E-9	1.7599246510417E-8	3.0536402414027E-8	2.8438168794574E-8	5.6615366381446E-8	3.242230430582E-8	4.7352540377165E-8	2.5689732025665E-8	0	4.3623883684541E-8	4.4179744553395E-8	3.0619731461733E-8	5.0935515147014E-8	2.6780623083448E-8	1.1218865837948E-8	4.7777775786827E-8	5.2112499626624E-9	0	2.7276275198963E-8	0	0	0	9.8471131092525E-9	0	4.4881767210874E-8	0	0	2.6480268993357E-8	4.3408389365422E-8	1.7039650401028E-8	3.2964016821588E-8	0	1.0203424052185E-7	4.9858206541246E-8	0	1.769024035971E-7	0	0	0	0	0	0	0	0	1.8471636750947E-8	0	0	3.9777100342034E-8	1.133590690453E-8	0	4.7541949846754E-9	0	0	4.9385934510941E-9	0	0	1.0143165772927E-8	0	6.0006513224953E-9	2.2827254081156E-8	0	0	9.9814407482299E-8	4.3231607839377E-8	0	2.4001779604831E-8	1.3849935499573E-8	1.857135274479E-8	1.9768326844065E-7	0	1.4653917288522E-7	1.2151578917357E-7	2.0858013253865E-7	0	2.8350448340532E-7	0	2.7573787291405E-8	0	2.6136774962429E-8	7.930675167738E-8	0	0	0	0	0	2.0985010652514E-8	0	0	1.2512473230423E-8	9.2942568489683E-9	1.0546086214697E-8	5.2554057496931E-8	0	8.33549395048E-8	0	0	0	3.4788760171392E-8	2.0624636303711E-8	0	0	2.7837770955383E-8	4.6224203730758E-8	1.2994035703211E-8	5.718590787556E-9	6.5871345788706E-8	0	5.7238419121548E-9	3.4522993320891E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.015287218	Biota; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio tasmaniensis	0	0	0	0	0	0	0	0	5.0649913533269E-8	0	0	0	0	8.5992940742631E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.015529145	Biota; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio jasicida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9700865518593E-7	2.5581419929236E-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.015671119	Biota; Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Polaribacter; Polaribacter sp. Hel1_85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8970967397863E-8	5.8939323528347E-8	1.5883010089746E-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4889131565942E-8	0	7.5462155983359E-8	0	7.1768220415575E-9	1.1781527982627E-7	8.0813123847839E-8	9.2312080549438E-8	6.8896120824941E-8	8.3928996871488E-8	5.2745771402318E-8	6.6820421883524E-9	1.6987545238304E-8	7.4984178070288E-8	6.4879370960876E-8	7.2468921983541E-9	0	0	2.4134195284099E-8	0	1.0583374233797E-8	0	5.6348965153318E-9	1.5097380285404E-8	0	3.0733760916564E-8	0	4.6716699859006E-9	5.5522127716075E-9	0	0	0	0	0	0
OM-RGC.v2.015832019	Biota; Bacteria; Proteobacteria; Alphaproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1425640032416E-8	4.0669145296498E-8	2.3395452876771E-7	1.6932644247452E-7	1.1365123550003E-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.381695783797E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.016114685	Biota; Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.684991942802E-8	0	0	0	0	8.2651741828503E-9	0	0	0	0	8.4141081397053E-9	0	9.5281012098488E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8841251796519E-9	0	0	5.8362554014174E-10	2.4777553398335E-8	0	7.1572872850023E-8	0	1.569775795344E-7	0	0	0	0	0	6.7373823854567E-9	0	0	5.0158659809636E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0559230650884E-8	0	0	0	0	0	0	0	0	0	0	0	1.5368781851782E-7	0	1.0351163674705E-8	0	1.4489178973345E-7	0	0	0	0	0	0	0	1.2024490032968E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4832831405314E-8	3.5443232670272E-8	8.5843026467675E-9	0	6.8242752273651E-9	0	0	0	0	0	0	4.5445077728562E-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.016957536	Biota; Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium; Flavobacterium cauense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1349998413665E-8	0	0	0	0	0	0	0	2.3460142994026E-8	0	0	0	0	8.7330902134424E-9	0	0	0	0	0	0	0	0	6.0778201269179E-6	0	0	0	0	0	5.9654373389956E-7	0	1.6976295101382E-7	4.5557219372001E-7	0	3.2692050612281E-8	0	0	0	0	0	5.2982500718975E-8	0	0	0	0	0	0	0	0	0	0	1.1126633074008E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7061627967028E-8	0	0	8.8319214116642E-8	0	0	6.2424522159299E-8	0	3.2173333514909E-8	1.1762495217538E-8	0	7.021984161366E-9	7.4742323889292E-8	0	1.8593671410133E-8	1.0322224297352E-7	1.4789818784618E-8	0	0	0	0	0	0	0	0	0	0	0	0	2.5705680129201E-9	0	0	4.7617938649507E-8	0	0	0	0	0	0	5.1316389775132E-8	2.7780907065984E-7	0	3.6916109263543E-8	0	3.9922156365356E-8	0	0	3.0648999043055E-8	1.6567163625979E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
