		TARA_004_DCM_0.22-1.6	TARA_004_SRF_0.22-1.6	TARA_007_DCM_0.22-1.6	TARA_007_SRF_0.22-1.6	TARA_009_DCM_0.22-1.6	TARA_009_SRF_0.22-1.6	TARA_018_DCM_0.22-1.6	TARA_018_SRF_0.22-1.6	TARA_023_DCM_0.22-1.6	TARA_023_SRF_0.22-1.6	TARA_025_DCM_0.22-1.6	TARA_025_SRF_0.22-1.6	TARA_030_DCM_0.22-1.6	TARA_030_SRF_0.22-1.6	TARA_031_SRF_0.22-1.6	TARA_032_DCM_0.22-1.6	TARA_032_SRF_0.22-1.6	TARA_033_SRF_0.22-1.6	TARA_034_DCM_0.22-1.6	TARA_034_SRF_0.22-1.6	TARA_036_DCM_0.22-1.6	TARA_036_SRF_0.22-1.6	TARA_037_MES_0.22-1.6	TARA_038_DCM_0.22-1.6	TARA_038_MES_0.22-1.6	TARA_038_SRF_0.22-1.6	TARA_039_DCM_0.22-1.6	TARA_039_MES_0.22-1.6	TARA_041_DCM_0.22-1.6	TARA_041_SRF_0.22-1.6	TARA_042_DCM_0.22-1.6	TARA_042_SRF_0.22-1.6	TARA_045_SRF_0.22-1.6	TARA_048_SRF_0.22-1.6	TARA_052_DCM_0.22-1.6	TARA_052_SRF_0.22-1.6	TARA_056_MES_0.22-3	TARA_056_SRF_0.22-3	TARA_057_SRF_0.22-3	TARA_058_DCM_0.22-3	TARA_062_SRF_0.22-3	TARA_064_DCM_0.22-3	TARA_064_MES_0.22-3	TARA_064_SRF_0.22-3	TARA_065_DCM_0.22-3	TARA_065_MES_0.22-3	TARA_065_SRF_0.22-3	TARA_066_DCM_0.22-3	TARA_066_SRF_0.22-3	TARA_067_SRF_0.22-3	TARA_068_DCM_0.22-3	TARA_068_MES_0.22-3	TARA_068_SRF_0.22-3	TARA_070_MES_0.22-3	TARA_070_SRF_0.22-3	TARA_072_DCM_0.22-3	TARA_072_MES_0.22-3	TARA_072_SRF_0.22-3	TARA_076_DCM_0.22-3	TARA_076_MES_0.22-3	TARA_076_SRF_0.22-3	TARA_078_DCM_0.22-3	TARA_078_MES_0.22-3	TARA_078_SRF_0.22-3	TARA_082_DCM_0.22-3	TARA_082_SRF_0.22-3	TARA_084_SRF_0.22-3	TARA_085_DCM_0.22-3	TARA_085_MES_0.22-3	TARA_093_DCM_0.22-3	TARA_093_SRF_0.22-3	TARA_094_SRF_0.22-3	TARA_096_SRF_0.22-3	TARA_098_DCM_0.22-3	TARA_098_MES_0.22-3	TARA_098_SRF_0.22-3	TARA_099_SRF_0.22-3	TARA_100_DCM_0.22-3	TARA_100_DCM_0.22-3	TARA_100_SRF_0.22-3	TARA_102_DCM_0.22-3	TARA_102_MES_0.22-3	TARA_102_SRF_0.22-3	TARA_109_DCM_0.22-3	TARA_109_MES_0.22-3	TARA_109_SRF_0.22-3	TARA_110_DCM_0.22-3	TARA_110_MES_0.22-3	TARA_110_SRF_0.22-3	TARA_111_DCM_0.22-3	TARA_111_MES_0.22-3	TARA_111_SRF_0.22-3	TARA_112_DCM_0.22-3	TARA_112_MES_0.22-3	TARA_112_SRF_0.22-3	TARA_122_DCM_0.22-3	TARA_122_MES_0.22-3	TARA_122_SRF_0.22-3	TARA_123_MIX_0.22-3	TARA_123_SRF_0.22-3	TARA_124_MIX_0.22-3	TARA_124_SRF_0.22-3	TARA_125_MIX_0.22-3	TARA_125_SRF_0.22-3	TARA_128_DCM_0.22-3	TARA_128_SRF_0.22-3	TARA_132_DCM_0.22-3	TARA_132_MES_0.22-3	TARA_132_SRF_0.22-3	TARA_133_DCM_0.22-3	TARA_133_MES_0.22-3	TARA_133_SRF_0.22-3	TARA_137_DCM_0.22-3	TARA_137_MES_0.22-3	TARA_137_SRF_0.22-3	TARA_138_DCM_0.22-3	TARA_138_MES_0.22-3	TARA_138_SRF_0.22-3	TARA_140_SRF_0.22-3	TARA_141_SRF_0.22-3	TARA_142_DCM_0.22-3	TARA_142_MES_0.22-3	TARA_142_SRF_0.22-3	TARA_145_MES_0.22-3	TARA_145_SRF_0.22-3	TARA_146_MES_0.22-3	TARA_146_SRF_0.22-3	TARA_148_SRF_0.22-3	TARA_148b_MES_0.22-3	TARA_149_MES_0.22-3	TARA_149_SRF_0.22-3	TARA_150_DCM_0.22-3	TARA_150_SRF_0.22-3	TARA_151_DCM_0.22-3	TARA_151_SRF_0.22-3	TARA_152_MES_0.22-3	TARA_152_MIX_0.22-3	TARA_152_SRF_0.22-3	TARA_155_DCM_0.22-3	TARA_155_MES_0.22-3	TARA_155_SRF_0.22-3	TARA_158_DCM_0.22-3	TARA_158_SRF_0.22-3	TARA_163_MES_0.22-3	TARA_163_SRF_0.22-3	TARA_168_DCM_0.22-3	TARA_168_MIX_0.22-3	TARA_168_SRF_0.22-3	TARA_173_DCM_0.22-3	TARA_173_DCM_0.22-3	TARA_173_SRF_0.22-3	TARA_175_ZZZ_0.22-3	TARA_180_SRF_0.22-3	TARA_180_DCM_0.22-3	TARA_188_DCM_0.22-3	TARA_188_SRF_0.22-3	TARA_189_DCM_0.22-3	TARA_189_MES_0.22-3	TARA_189_SRF_0.22-3	TARA_191_SRF_0.22-3	TARA_193_SRF_0.22-3	TARA_194_DCM_0.22-3	TARA_194_SRF_0.22-3	TARA_196_SRF_0.22-3	TARA_201_DCM_0.22-3	TARA_201_MES_0.22-3	TARA_201_SRF_0.22-3	TARA_205_MES_0.22-3	TARA_205_SRF_0.22-3	TARA_206_MES_0.22-3	TARA_206_SRF_0.22-3	TARA_208_SRF_0.22-3	TARA_209_MES_0.22-3	TARA_209_SRF_0.22-3	TARA_210_MES_0.22-3	TARA_210_SRF_0.22-3
OM-RGC.v2.016452774	Biota; Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8447256677902E-8	0	1.2239019434892E-8	0	0	2.537345031224E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1762255863188E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.399290139613E-7	0	0	3.0620781116299E-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.016697232	Biota; Bacteria	4.2062883210796E-8	1.5062238786534E-8	0	0	0	0	0	0	5.149845170779E-8	0	1.52432476145E-8	0	5.6871229843448E-8	8.5447530970561E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3533458724893E-9	0	0	0	0	0	0	4.9606709604556E-9	0	0	0	3.0443342993752E-9	0	0	0	3.3169619231368E-9	0	0	0	0	2.1394731853754E-8	0	8.1357152333525E-9	0	2.6309886524606E-8	0	5.3455025538478E-8	0	0	0	0	0	0	2.7261235802505E-8	1.3061960316531E-8	3.898799683604E-8	0	0	0	0	0	2.1262553855123E-8	6.3508653974204E-8	1.7229556367409E-7	0	1.4053110158637E-8	0	0	0	2.2590190313231E-8	0	0	4.3074408893162E-8	0	3.9863597627482E-8	0	0	0	0	0	1.1437481555572E-8	6.4963881227502E-9	0	1.222961701836E-8	0	0	0	0	0	0	0	0	0	6.4168319640223E-9	0	0	8.2495108104079E-9	7.683436089101E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8817261025371E-9	0	2.277074559454E-8	0	0	0	1.5507618203852E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.016741528	Biota; Bacteria	1.1751246559683E-8	0	0	0	1.9728913364605E-8	0	0	0	0	0	0	0	0	0	8.3061774063465E-9	0	1.9325384344168E-8	1.5053923773434E-7	0	1.417048031262E-7	1.0224206405285E-8	0	0	8.1252607421033E-9	0	5.1194426087603E-10	0	0	2.1857424068159E-8	2.6565442934186E-10	3.5284127471206E-8	0	0	0	0	0	3.5501823466067E-9	0	6.6234270638097E-8	0	0	0	0	1.7733541017659E-9	8.8101634252434E-9	0	1.7099418101416E-9	0	4.641568944567E-9	0	1.0565863939445E-8	0	0	0	0	1.4533993442541E-8	0	1.2331897355366E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4253374775348E-9	0	0	1.6722453179888E-8	0	3.7984998509233E-8	2.6377279043767E-8	0	8.3614903602388E-8	2.6889203634254E-8	1.8434806269947E-8	5.2638043651058E-8	2.9029186422174E-9	0	0	0	0	0	1.5009464983262E-8	0	0	0	1.0970232807387E-8	0	6.6579597219966E-9	0	0	3.4706479112925E-9	4.5165599250868E-8	0	0	5.1408537959713E-9	0	0	0	0	0	5.6997231241317E-9	0	0	0	4.5430559295589E-7	6.2572257405845E-9	4.5453219996482E-8	0	2.0555763791319E-8	0	1.4460561068191E-8	0	6.4557033449662E-9	1.8198533207233E-8	0	0	1.3902476974831E-8	0	7.5384551740249E-9	0	0	0	5.7378187354335E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.017636277	Biota; Bacteria	0	0	0	0	6.4302425366586E-8	0	0	0	2.7263709437788E-8	0	6.992209455473E-8	2.7469705072411E-8	0	0	0	0	0	0	3.340349991358E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1078019189711E-8	1.0206165133969E-8	0	0	0	0	0	0	0	0	0	0	0	1.166120752702E-7	1.2974080478704E-7	4.774883303674E-8	0	0	0	0	3.547717391813E-8	1.4951237273452E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3325681525395E-8	3.0997413404002E-8	0	0	0	0	0	0	6.3508941434005E-9	0	0	0	0	1.2530224400439E-8	0	2.8042810992505E-8	0	2.4950350530086E-8	0	0	5.614161316653E-9	0	0	0	0	0	0	0	5.2831196954613E-8	0	0	5.4453529129155E-8	4.5441463291136E-8	0	5.297756132878E-8	2.0562056448057E-8	0	0	0	0	0	0	0	0	0	5.2301095729458E-8	1.2918597098005E-7	0	2.789862452332E-8	0	0	1.2639418935449E-7	0	1.9887197994751E-7	0	1.4650307447296E-8	0	1.902656396131E-7	7.7813535418951E-8	1.0023038811462E-7	0	4.8696917853329E-8	0	0	0	0	0	0	0	1.1668489254357E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.017780832	Biota; Bacteria	0	1.0379427368948E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2483224393067E-9	7.0523782039255E-8	0	0	1.2547348876726E-8	1.4600535816709E-8	0	2.9809055680407E-8	0	7.7620300282938E-9	2.4201612977513E-8	0	0	3.3761652459121E-8	4.8936542330047E-9	3.5725651190954E-8	0	6.3945281619312E-8	5.5656394486624E-9	5.1276166177736E-9	1.3242838028772E-8	1.2093737981055E-8	3.2464161081519E-9	8.8991160610839E-8	2.1253945665359E-8	5.7041203892987E-9	0	3.4388762207432E-8	3.4850484666195E-8	0	4.5469224127866E-8	0	0	0	0	0	0	0	4.5094387626645E-8	0	0	1.2812281917073E-8	5.8304270643527E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0691785398925E-8	0	0	7.4389849725464E-9	4.3832025818653E-9	0	1.5683385827639E-7	0	0	0	6.4959970558531E-9	0	1.1180013446571E-8	0	0	1.2951502112615E-8	0	0	1.4978388299553E-8	0	0	2.6212759037506E-8	4.0323196098112E-9	0	6.7848078204935E-8	2.8812138265664E-8	1.6006866980795E-8	2.5797520478984E-8	3.5912305960898E-9	3.557979229447E-9	3.0713325759287E-8	0	0	0	0	1.5500015340329E-7	0	0	0	0	0	0	0	0	0	1.9640880566234E-8	3.2273029250246E-8	1.4405302853245E-8	0	1.4165029535716E-8	0	0	0	0	8.9029083841837E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.019408766	Biota; Bacteria	4.9931185974973E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.8433468244373E-9	0	2.7985444732758E-8	1.1211971294112E-7	3.1418031454383E-8	0	1.8521264562695E-8	0	0	3.1102354902773E-8	0	4.4316731183064E-9	3.0090427859804E-8	0	2.5557264639511E-8	6.0701518897229E-8	5.3899905754821E-8	0	2.2535721766889E-8	0	6.8693113550055E-9	4.0734033321347E-8	6.0856792729268E-9	4.5646831717002E-8	0	0	0	0	0	0	0	6.7181446658662E-9	0	0	0	0	0	0	0	0	2.6918733724735E-8	0	0	0	0	4.7278139192954E-9	7.5270122522505E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	6.1742216230412E-8	0	0	0	0	0	1.265297743034E-8	0	3.5999937896447E-8	1.0665509285684E-8	7.0613725158623E-9	0	5.1041403669062E-8	0	5.633486978146E-8	0	0	1.3378982411308E-8	0	0	2.9811648041399E-8	3.252406889124E-9	0	0	2.7139664739832E-8	0	3.8769974049864E-8	4.2831563966767E-8	3.921825003821E-8	0	0	0	0	0	0	0	0	9.6549855344995E-9	0	0	3.4256474329691E-8	2.5717155417092E-8	5.6851623276894E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.020051664	Biota; Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6414680156641E-8	0	0	0	0	4.1186205887436E-7	0	0	0	0	0	8.9046862219817E-8	1.5367969223166E-8	2.3365758004413E-8	9.2625292548358E-9	1.1827717030161E-8	5.1817811254538E-8	8.9262306323745E-9	0	3.7147038939708E-9	0	2.5622068614556E-9	0	1.2826041753394E-8	5.9264675497213E-9	0	2.8724343899602E-8	0	0
OM-RGC.v2.021029235	Biota; Bacteria	0	7.8269915747421E-8	9.396739434993E-8	6.8502629151668E-7	8.458395894921E-9	4.2468186198917E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.021566365	Biota; Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1710482747364E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4893408763704E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2397356043261E-7	0	1.8665440853115E-8	0	1.1632393235198E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2298247384752E-8	1.6104785197052E-8	3.1023926153839E-8	4.3135736916767E-8	4.5577146444609E-8	0	4.0564505953978E-8	1.7116912462794E-8	0	2.8692172995804E-8	0	2.3234354653418E-8	0	1.7667071766885E-7	1.3649726186115E-8	1.1150964805953E-7	0	0	2.0488399544898E-8	0	1.5306445751564E-8	2.8783185828816E-8	0	1.6549833033038E-7	0	3.2171242994231E-8	9.4357451852374E-9	9.3174535882894E-8	0	7.8642310027006E-8	2.0062124132967E-8	1.3401871745738E-7	1.5363196709226E-8	4.6131120518218E-8	1.6224875877475E-8	8.2480475788347E-8
OM-RGC.v2.021965751	Biota; Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8962008153794E-8	0	0	1.9975638298937E-9	0	2.5616944278599E-8	5.0553447462011E-8	0	0	8.6448934659784E-9	1.6710673717794E-8	0	0	0	0	0	4.7949504447764E-9	0	0	4.996068217588E-8	9.1281339729208E-8	2.4457684169921E-8	0	0	0	0	2.3094831314716E-9	0	0	0	0	0	1.410225015791E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8028021973871E-9	0	2.1237366289386E-8	5.0834476719583E-8	0	1.7494227312944E-8	3.2425287534184E-8	0	5.9640278675889E-8	0	0	0	1.7388903280183E-8	0	0	0	6.0292218136241E-9	0	1.0771385432685E-8	0	3.4777176181556E-8	0	2.792749974002E-8	3.1331470330078E-8	1.3645742634721E-8	0	0	1.3751681150746E-8	0	0	0	0	0	0	0	0	0	4.8306840202334E-8	0	0	0	0	0	0	0	0	0	0	0	3.828085082011E-9	1.0157751788827E-8	0	0	2.0747198328993E-8	0	1.0181595045125E-8	0	0	0	7.7496178537766E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.022948150	Biota; Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1675308297874E-8	4.0106264830972E-8	0	0	0	3.0944626379549E-8	0	0	0	0	0	0	0	3.0991036711325E-8	1.0318300887004E-8	1.678122752531E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0295465366063E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1865193849649E-9	0	0	0	0	0	0	0	1.1936149621701E-8	3.6322135841145E-8	8.9565921038409E-9	3.3414876155275E-8	0	0	0	0	0	0	0	0	0	0	0	3.6487045788131E-9	0	0	1.0256233734943E-8	0	3.4675191339821E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.416239501802E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3536089940551E-9	0	2.2181982376411E-9	0	0	0	0	0
OM-RGC.v2.023526390	Biota; Bacteria	1.655022456471E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0128855446525E-9	0	0	2.7696768605752E-8	0	0	0	0	0	0	0	0	5.3381848192185E-8	0	0	1.1128036074871E-8	0	0	1.450307381288E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8129409951699E-8	0	0	1.4471383461652E-8	0	0	0	7.9175901250913E-9	0	0	0	1.8229429752605E-7	0	0	0	0	0	0	0	0	1.6561314113813E-8	0	0	0	0	0	0	0	0	5.6457076466484E-9	2.3947098823821E-8	2.3080952858064E-8	2.3827138640397E-8	2.101540039724E-8	0	1.6792317694311E-8	7.3296445048594E-9	0	1.663460241572E-8	0	0	7.4924447501845E-9	0	0	2.2669510250746E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.025350935	Biota; Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.6096473243266E-8	0	1.6336957660801E-7	0	0	1.507464257189E-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5720227975535E-8	0	0	1.1010733265198E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1683674519956E-8	3.0868352513659E-8	0	0	2.2230676984551E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.028896794	Biota; Bacteria	0	0	0	0	1.9526973288188E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2438486317802E-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3567413523001E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.029360153	Biota; Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2435143790424E-7	0	1.6759413534094E-8	0	0	7.0549280801859E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.030236966	Biota; Bacteria; Firmicutes	2.4323620596338E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1391520178639E-8	1.3096889189428E-8	1.6537900076067E-8	1.9060896574591E-9	0	1.9952658742172E-8	3.9550623672077E-8	0	0	0	0	4.1260637065254E-9	4.2627838578527E-8	0	6.9231155034797E-8	0	0	0	0	0	0	0	0	2.8127832425891E-8	2.8663596378574E-8	3.7973661215372E-8	0	0	0	4.7792490760045E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8832855918237E-7	0	2.3696647312304E-8	0	0	0	0	0	3.8546742013599E-8	3.1135777151047E-8	0	0	1.232206023088E-7	0	3.1187600660543E-9	0	0	0	0	3.8174816943064E-8	0	0	0	5.2789803054066E-8	4.649544265639E-8	0	8.1086039551868E-8	0	6.9244685864494E-8	0	0	2.9133228805521E-8	0	0	0	0	0	2.9460626341126E-8	0	0	1.5724494419754E-8	0	0	0	0	0	0	0	0	9.9141158511832E-9	1.8240705380684E-8	5.7481353958328E-8	0	3.2025348745591E-8	9.3191194418761E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.031099850	Biota; Bacteria; Firmicutes	1.2751083463137E-7	6.913084338992E-8	0	0	3.8653606792692E-8	0	0	8.1990523975972E-9	1.1749314578286E-7	0	6.1187142420229E-8	7.0398272439773E-9	7.0160654017138E-8	7.2195565921945E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8501869679271E-8	0	8.8153999136627E-9	0	1.0483309551896E-7	0	0	0	0	0	0	0	0	4.4526380362001E-8	0	2.1052363159679E-7	0	0	0	0	0	0	0	3.8306533169162E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0525345070837E-8	0	0	0	0	0	0	6.0630833349477E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9034925038216E-8	0	4.9892208462232E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.031117309	Biota; Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7236529097809E-7	0	2.3688981453577E-8	1.8276051418371E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.031336072	Biota; Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1436081426541E-8	0	0	0	9.4508683714405E-9	0	0	8.8186441837895E-9	0	0	6.5368335451857E-9	0	0	0	0	0	3.2746897749548E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8876859107426E-7	0	1.1539399099216E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9734571599058E-8	6.0618457554842E-8	8.9054954335069E-8	2.139710739565E-8	0	2.8989812671114E-8	0	3.5557182949059E-8	6.2279985539453E-8	1.8795950921219E-8	5.8634606210373E-8	0	1.4754905124394E-7	8.1858561996611E-8	6.9274945897421E-8	4.2279839146922E-8	0	1.9547605688219E-8	0	0	2.6617584069181E-8	1.7341389630659E-8	2.5840724296679E-7	0	9.2465762587612E-8	6.8428755941817E-9	1.2080682024022E-7	0	0	5.6415296434045E-8	1.0354190762043E-7	0	0	0	1.497374788611E-7
