		TARA_004_DCM_0.22-1.6	TARA_004_SRF_0.22-1.6	TARA_007_DCM_0.22-1.6	TARA_007_SRF_0.22-1.6	TARA_009_DCM_0.22-1.6	TARA_009_SRF_0.22-1.6	TARA_018_DCM_0.22-1.6	TARA_018_SRF_0.22-1.6	TARA_023_SRF_0.22-1.6	TARA_025_DCM_0.22-1.6	TARA_025_SRF_0.22-1.6	TARA_030_DCM_0.22-1.6	TARA_030_SRF_0.22-1.6	TARA_031_SRF_0.22-1.6	TARA_032_DCM_0.22-1.6	TARA_032_SRF_0.22-1.6	TARA_033_SRF_0.22-1.6	TARA_034_DCM_0.22-1.6	TARA_034_SRF_0.22-1.6	TARA_036_DCM_0.22-1.6	TARA_036_SRF_0.22-1.6	TARA_037_MES_0.22-1.6	TARA_038_DCM_0.22-1.6	TARA_038_MES_0.22-1.6	TARA_038_SRF_0.22-1.6	TARA_039_DCM_0.22-1.6	TARA_039_MES_0.22-1.6	TARA_041_DCM_0.22-1.6	TARA_041_SRF_0.22-1.6	TARA_042_DCM_0.22-1.6	TARA_042_SRF_0.22-1.6	TARA_045_SRF_0.22-1.6	TARA_048_SRF_0.22-1.6	TARA_052_DCM_0.22-1.6	TARA_052_SRF_0.22-1.6	TARA_056_MES_0.22-3	TARA_056_SRF_0.22-3	TARA_057_SRF_0.22-3	TARA_058_DCM_0.22-3	TARA_062_SRF_0.22-3	TARA_064_DCM_0.22-3	TARA_064_MES_0.22-3	TARA_064_SRF_0.22-3	TARA_065_DCM_0.22-3	TARA_065_MES_0.22-3	TARA_065_SRF_0.22-3	TARA_066_DCM_0.22-3	TARA_066_SRF_0.22-3	TARA_067_SRF_0.22-3	TARA_068_DCM_0.22-3	TARA_068_MES_0.22-3	TARA_068_SRF_0.22-3	TARA_070_MES_0.22-3	TARA_070_SRF_0.22-3	TARA_072_DCM_0.22-3	TARA_072_MES_0.22-3	TARA_072_SRF_0.22-3	TARA_076_DCM_0.22-3	TARA_076_MES_0.22-3	TARA_076_SRF_0.22-3	TARA_078_DCM_0.22-3	TARA_078_MES_0.22-3	TARA_078_SRF_0.22-3	TARA_082_DCM_0.22-3	TARA_082_SRF_0.22-3	TARA_084_SRF_0.22-3	TARA_085_DCM_0.22-3	TARA_085_MES_0.22-3	TARA_085_SRF_0.22-3	TARA_093_DCM_0.22-3	TARA_093_SRF_0.22-3	TARA_094_SRF_0.22-3	TARA_096_SRF_0.22-3	TARA_098_DCM_0.22-3	TARA_098_MES_0.22-3	TARA_098_SRF_0.22-3	TARA_099_SRF_0.22-3	TARA_100_DCM_0.22-3	TARA_100_DCM_0.22-3	TARA_100_SRF_0.22-3	TARA_102_DCM_0.22-3	TARA_102_MES_0.22-3	TARA_102_SRF_0.22-3	TARA_109_DCM_0.22-3	TARA_109_MES_0.22-3	TARA_109_SRF_0.22-3	TARA_110_DCM_0.22-3	TARA_110_MES_0.22-3	TARA_110_SRF_0.22-3	TARA_111_DCM_0.22-3	TARA_111_MES_0.22-3	TARA_111_SRF_0.22-3	TARA_112_DCM_0.22-3	TARA_112_MES_0.22-3	TARA_112_SRF_0.22-3	TARA_122_DCM_0.22-3	TARA_122_MES_0.22-3	TARA_122_SRF_0.22-3	TARA_123_MIX_0.22-3	TARA_123_SRF_0.22-3	TARA_124_MIX_0.22-3	TARA_124_SRF_0.22-3	TARA_125_MIX_0.22-3	TARA_125_SRF_0.22-3	TARA_128_DCM_0.22-3	TARA_128_SRF_0.22-3	TARA_132_DCM_0.22-3	TARA_132_MES_0.22-3	TARA_132_SRF_0.22-3	TARA_133_DCM_0.22-3	TARA_133_MES_0.22-3	TARA_133_SRF_0.22-3	TARA_137_DCM_0.22-3	TARA_137_MES_0.22-3	TARA_137_SRF_0.22-3	TARA_138_DCM_0.22-3	TARA_138_MES_0.22-3	TARA_138_SRF_0.22-3	TARA_140_SRF_0.22-3	TARA_141_SRF_0.22-3	TARA_142_DCM_0.22-3	TARA_142_MES_0.22-3	TARA_142_SRF_0.22-3	TARA_145_MES_0.22-3	TARA_145_SRF_0.22-3	TARA_146_MES_0.22-3	TARA_146_SRF_0.22-3	TARA_148_SRF_0.22-3	TARA_148b_MES_0.22-3	TARA_149_MES_0.22-3	TARA_149_SRF_0.22-3	TARA_150_DCM_0.22-3	TARA_150_SRF_0.22-3	TARA_151_DCM_0.22-3	TARA_151_SRF_0.22-3	TARA_152_MES_0.22-3	TARA_152_MIX_0.22-3	TARA_152_SRF_0.22-3	TARA_155_DCM_0.22-3	TARA_155_MES_0.22-3	TARA_155_SRF_0.22-3	TARA_158_DCM_0.22-3	TARA_158_MES_0.22-3	TARA_158_SRF_0.22-3	TARA_163_MES_0.22-3	TARA_163_SRF_0.22-3	TARA_168_DCM_0.22-3	TARA_168_MIX_0.22-3	TARA_168_SRF_0.22-3	TARA_173_DCM_0.22-3	TARA_173_DCM_0.22-3	TARA_173_SRF_0.22-3	TARA_175_SRF_0.22-3	TARA_175_ZZZ_0.22-3	TARA_178_SRF_0.22-3	TARA_180_SRF_0.22-3	TARA_180_DCM_0.22-3	TARA_188_DCM_0.22-3	TARA_188_SRF_0.22-3	TARA_189_DCM_0.22-3	TARA_189_MES_0.22-3	TARA_189_SRF_0.22-3	TARA_191_SRF_0.22-3	TARA_193_SRF_0.22-3	TARA_194_DCM_0.22-3	TARA_194_SRF_0.22-3	TARA_196_SRF_0.22-3	TARA_201_DCM_0.22-3	TARA_201_MES_0.22-3	TARA_201_SRF_0.22-3	TARA_205_MES_0.22-3	TARA_205_SRF_0.22-3	TARA_206_MES_0.22-3	TARA_206_SRF_0.22-3	TARA_208_SRF_0.22-3	TARA_209_MES_0.22-3	TARA_209_SRF_0.22-3	TARA_210_MES_0.22-3	TARA_210_SRF_0.22-3
OM-RGC.v2.005545552	Biota; Bacteria; Bacteroidetes	0	0	6.7454161447819E-9	0	0	1.121245543883E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0690699038743E-8	0	0	0	0	0	0	0	0	0	0	0	1.3077747503467E-7	0	0	0	0	0	1.0801934861337E-8	0	0	4.8097530172456E-8	0	0	0	0	0	8.4586106569361E-9	0	0	0	0	2.5263673813088E-8	7.4648589320773E-9	1.1323331740278E-8	0	1.0655004164314E-8	0	2.1485966330268E-8	0	0	0	0	0	0	0	0	8.4656801313569E-9	4.4754833989285E-8	0	0	0	0	0	0	0	0	0	0	0	0	7.8937016306359E-9	1.8196285434169E-8	4.9455798314498E-8	5.1735531442741E-8	0	0	2.8194243593258E-8	0	1.4139984009917E-7	1.198211688594E-6	0	0	4.574746650688E-8	0	2.6063877399099E-8	8.769666579058E-9	6.3498735147505E-9	3.0318009171072E-9	4.6255949099668E-9	2.9119723850537E-8	1.536969386728E-7	1.7355246465407E-8	5.9502561833559E-9	2.5450850521738E-8	0	1.3300862267812E-8	1.040725164887E-8	0	2.4380800718605E-9	1.9901913700796E-8	0	8.2574619391123E-9	5.3215851793743E-8	8.1664040971814E-9	4.4265402253693E-9	0	1.5030331428405E-8	4.9696083151769E-8	0	1.7875147718749E-8	0	0	0	0	0	1.8138510651632E-8	0	2.3754618185206E-8	0	8.2940034453752E-9	0	0	7.4714575099971E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.005553747	Biota; Bacteria; Bacteroidetes	2.3525001347258E-8	3.0236987293301E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9111100739203E-9	0	0	4.4820535840515E-9	0	5.8366634570554E-9	0	0	0	0	2.6763829812586E-9	0	0	0	3.1909020108272E-9	0	0	0	0	0	1.1180685367747E-8	0	8.3109068832306E-9	0	0	1.9976101217766E-9	3.4011799476227E-9	0	0	0	0	0	0	0	0	0	0	2.0453357547118E-8	2.2710652592872E-8	2.094730822774E-8	0	0	0	1.446244895624E-8	0	1.421852239784E-8	0	0	0	0	1.236764981642E-8	0	0	2.3443421902069E-9	0	0	0	0	0	0	0	0	8.2764520258298E-8	0	0	0	1.4823731843604E-8	0	0	3.7076681468473E-9	7.7936190439901E-9	1.1299611180213E-8	0	0	1.8781197563881E-9	0	0	0	1.3558970468087E-8	0	2.4912703409788E-8	7.3626772313891E-9	3.8113418137727E-8	2.805607379473E-8	2.6602985512168E-8	0	3.5752752312113E-8	6.7336055127679E-8	1.1031342674175E-7	0	0	6.5845196072886E-9	3.2701014967664E-9	0	0	0	0	2.0458333925109E-8	0	0	8.1664040971814E-9	3.2789186854613E-9	3.7683572387364E-9	7.7249908538014E-8	0	8.6740865709923E-8	4.6692338368232E-9	8.7087412595642E-9	0	4.4201070702018E-7	8.6281297399427E-7	2.993022894179E-8	0	2.6991748397954E-7	1.0367007622445E-8	1.3821738507902E-8	0	1.0068305072044E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.005595828	Biota; Bacteria; Bacteroidetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9220963381467E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7153564389657E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1480320189311E-8	1.0756951150894E-8	0	0	0	0	0	0	1.7642354214635E-8	3.68005092699E-9	0	0	0	0	0	0	6.1914368587729E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5005869244911E-8	0	0	0	0	0	0	0	7.5578850237485E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.473455155891E-9	0	3.0005307844031E-8	0	7.99386315625E-9	2.0850247120898E-7	5.2087715209928E-7	1.7155570272204E-6	3.3671259485462E-8	2.1830296745177E-8	1.1615098162585E-7	1.0753613167658E-7	8.7622501415503E-9	8.0570478251572E-8	6.5774676918273E-9	0	3.7239792695846E-8	2.8122453264628E-8	1.8157943373455E-8	0	1.7911317346921E-8	1.5761991479211E-8	3.2119712987137E-8	0	0	3.518807828871E-8	1.5691309250825E-7	9.0563377098634E-9	9.9128334249554E-9	2.9976944085594E-8	2.3581166604021E-7	1.3769767766911E-8	6.473496795874E-8	1.6323945931532E-7	3.6314971996659E-8	1.0874142529041E-7	0	2.846861787818E-8
OM-RGC.v2.005749836	Biota; Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.576820365742E-8	0	0	0	0	0	7.1320203308634E-8	0	0	1.1859841922976E-7	0	0	0	0	0	0	0	0	0	0	9.8880101143643E-9	0	0	2.7860795147193E-9	0	0	5.0568203729886E-8	0	0	0	0	0	0	0	0	0	0	0	0	3.2969378042169E-8	0	0	0	0	0	0	1.1057993952474E-8	0	0	0	0	0	6.3155150438731E-9	0	0	4.9864905440757E-8	0	0	0	0	0	7.8998705458747E-8	0	1.4785176215279E-8	0	0	0	0	0	7.8212119008961E-9	2.2756905614523E-9	0	0	0	0	5.3997577021011E-8	0	0	1.2834780035937E-8	0	0	0	0	0	0	0	3.5430513720392E-7	0	0	8.60940343096E-9	1.4580344120402E-6	6.427276242163E-9	0	1.0328456958398E-6	1.15654087745E-6	0	0	0	2.3090434904373E-8	0	4.2687493670326E-7	0	0	0	2.9253304673526E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.005758946	Biota; Bacteria; Bacteroidetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.435141530558E-9	3.6466556085248E-9	7.1655834621438E-9	1.6777557805465E-8	0	2.9569403664534E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.8159504677677E-10	5.8014836044977E-10	6.4595123117993E-8	0	2.3097676214794E-8	2.5517080919487E-8	7.5478342285571E-8	3.5435388266568E-8	7.2685559396499E-8	4.7658828849412E-8	8.0027670732893E-9	8.4562040283911E-8	1.6751478409808E-7	5.6482176228188E-8	0	0	4.9096350137055E-8	0	4.0738987309342E-8	2.554051703279E-8	4.264914635752E-8	1.4572695174239E-8	2.574112523315E-9	1.7849175041506E-8	2.7389050277224E-7	6.7986190305681E-9	1.5840257229727E-7	2.0748072174514E-8	1.1699654635766E-7	0	1.7763339076059E-8	0	0	1.2253578887645E-8	0	0
OM-RGC.v2.005945065	Biota; Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5817450365795E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.3886357471604E-8	7.3984021567978E-8	1.6049773814732E-7	3.2051781415461E-7	0	9.0952541677523E-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0962458568207E-8	0	2.5273611860015E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.9910544060552E-9	0	0	0	0	0	0	0	0	0	0	0	0	1.3281912204578E-7	2.9080941608525E-8	3.2237338850379E-8	5.1613658433494E-8	0	0	1.8582456626593E-8	0	4.8966572970455E-9	1.200901909922E-8	0	0	0	0	8.2004418428495E-9	0	0
OM-RGC.v2.005946152	Biota; Bacteria	2.8490993726202E-9	9.0603183532089E-10	4.8434080441193E-9	1.2829522731588E-8	4.2353893957563E-8	3.277902744324E-8	1.202018983137E-8	1.9146577310609E-8	3.4867498958006E-8	0	1.4077996569487E-7	2.4433086026883E-8	5.29429946936E-9	0	0	0	2.5178807452713E-8	1.0511208959463E-8	8.0085855221299E-8	1.0576655753447E-7	9.5334520165626E-8	7.6515484162024E-9	3.6089857311817E-9	0	6.5342407996483E-8	1.089867396976E-8	5.3606576814523E-9	5.2064575288311E-9	2.334076060089E-8	3.1768797046601E-9	3.5215262501881E-8	3.2828588411171E-9	1.8536103175555E-8	6.6723516157103E-9	5.3631437940746E-9	3.0589633605746E-8	3.8046772302703E-8	1.2324530700739E-8	0	4.2752071431113E-9	9.0334011729364E-9	2.9386661387609E-8	5.672291657601E-9	6.3683636807304E-9	6.8487187958939E-8	1.1961431299297E-8	8.486470328151E-8	5.2440240275188E-8	0	6.8739013957514E-9	2.7527919820078E-8	3.1279659213177E-9	4.1936778401701E-9	1.0684048053168E-8	0	1.3172211990596E-8	1.9171471262299E-9	0	2.1695431189689E-8	0	0	5.5724532317776E-8	7.4076702331029E-9	0	0	0	0	4.8636392182428E-9	0	2.5682340502386E-7	3.5782892439263E-7	6.2674594635398E-7	6.1474872902712E-8	1.7477159058472E-8	2.8583163010839E-8	1.2554187964465E-7	4.8959135115511E-8	2.8399051140783E-8	3.6223789435222E-9	7.7755260213576E-8	5.6753622508025E-9	3.8197048384523E-8	1.2216056971954E-8	7.7471473053161E-9	1.0626658050867E-8	1.0853620371363E-8	4.5816258353723E-8	1.6036438032861E-8	9.7483399053583E-9	7.2321839375848E-8	5.0894154036797E-9	9.0550269522777E-8	0	3.229731180015E-8	6.0860370261671E-8	2.7382781537684E-8	2.5213841410501E-8	2.1208617538513E-8	0	2.6924448370866E-8	2.0898508170106E-8	1.5722896273273E-8	0	2.4474341653732E-8	3.8218222488979E-8	3.5098341047428E-8	2.1397795285516E-8	1.3749106088157E-8	0	5.0200499926062E-8	1.2226170047493E-8	2.4788052017355E-7	5.6526011164232E-9	3.6722285006311E-9	5.8976529905385E-9	5.9511570296956E-8	0	0	7.8880088982353E-9	0	0	2.1295897418031E-8	0	9.5590646088947E-9	0	1.2606255663767E-8	0	0	2.1892167933185E-8	1.0439294789155E-7	0	0	3.7128092695546E-9	8.5330237175934E-9	6.7329976713671E-9	8.9291083061612E-8	7.6867732883836E-9	8.3504313531906E-9	0	3.4673396136216E-8	0	0	4.8017727943602E-8	0	7.2460028648608E-9	0	0	0	0	0	0	0	0	8.9895131135329E-9	0	0	0	0	0	0	9.3999167406302E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.006289163	Biota; Bacteria; Bacteroidetes	0	0	0	1.2939162501614E-8	0	6.1032561141742E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5794633831646E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.007924492	Biota; Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium; Flavobacterium psychrophilum	0	0	0	0	1.3727237454349E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8237846762384E-9	0	0	0	0	0	0	0	7.1968473894653E-9	0	1.4031222261312E-9	3.7464498554174E-8	6.7623174574814E-9	0	1.6376197317306E-8	0	8.4305399999052E-9	0	0	0	9.3701490702405E-9	7.8197419747115E-9	0	0	3.0643791747594E-8	1.0092408202651E-8	0	0	0	0	0	0	0	2.6238520956764E-8	0	0	9.1479724861849E-9	0	0	0	0	6.7144306553208E-8	1.3570122100574E-8	0	0	0	0	0	0	2.8790112032701E-9	0	0	0	0	0	0	1.2162039811303E-8	0	9.7723983007018E-9	0	0	8.6998709221781E-9	1.256412817383E-8	2.0981992310419E-8	5.8373067306949E-9	0	0	0	0	0	0	0	0	0	0	0	4.2531970414159E-9	0	0	0	0	0	0	0	0	0	0	6.5797995099733E-9	0	0	0	0	2.2882820458393E-8	0	0	9.5793845564098E-9	1.1226594179525E-9	8.7074662409672E-9	7.3396833200227E-7	0	6.7275929556243E-7	1.0789103428781E-8	0	0	2.560344481952E-9	0	0	0	3.6292680715153E-9	0	0	0	0	0	0	0	3.3266380889853E-8	9.4797299967605E-9	1.5331787313249E-8	0	0	6.5809269170951E-9	0	0	0	4.385319324506E-9	8.7732513815314E-9	0	4.3409679208963E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6855422859956E-9
OM-RGC.v2.008559769	Biota; Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium; Flavobacterium psychrophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0099411386377E-8	0	0	0	0	0	0	0	0	0	0	0	0	1.098133737447E-9	4.2930527565364E-9	2.9819349580643E-8	4.3833150251151E-7	2.5884530764716E-8	2.6436768058213E-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1082187414389E-9	0	0	0	0	0	9.6946582559187E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6804913494755E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.779632130771E-8	3.7366611330686E-8	3.8405787146996E-9	1.2344936215411E-7	5.4193056046095E-8	4.9907341125253E-9	1.5006945874961E-7	1.0705226189124E-8	9.6106632425188E-8	1.5650653905737E-7	5.6093745074916E-8	7.1046438977324E-8	4.1163754214103E-7	1.6368873862769E-8	8.5433085982354E-9	1.7332413315938E-7	1.4887108196497E-7	1.2648200758469E-7	1.2756602788302E-7	1.2148275644202E-7	1.0745299233842E-7	4.5255055775833E-8	2.1929818862856E-8	4.8358457083557E-7	1.3459669113726E-8	8.2405917229241E-8	8.996445547248E-8	3.2775875263409E-7	7.8393918297703E-8	2.4091838340353E-7	1.0620191356164E-7	1.2570734960116E-7	4.1141207576312E-8	8.085132083157E-8	1.8785442889024E-7	1.0874311312378E-7	7.4965991922048E-8	3.4735727737452E-8
OM-RGC.v2.008597895	Biota; Bacteria; Proteobacteria; Gammaproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5128836060309E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3466119104031E-8	0	1.5328675360236E-8	5.4010125736537E-8	0	0	9.3301274189936E-9	1.0803919557626E-8	2.3371873006813E-8	8.9954101570413E-8	0	0	0	0	0	0	0	0	0	0	3.4627572786196E-9	2.0769246634818E-8	4.094219229649E-9	6.8434979266642E-9	0	0	0	0	0	5.1709212545362E-8	0	0	2.8009953007062E-8	0	0	9.7907351278084E-8	0	0	9.1653796338269E-8	0	5.9996904678098E-8	7.0099227787004E-9	0	0	0	1.4515518626589E-8	0	1.8917195198191E-8	0	0	0	2.3627600857707E-9	8.4081844648236E-7	0	2.9315506827431E-8	1.8259782188287E-7	3.558007204137E-8	0	8.5089101781219E-9	0	0	4.7607590355342E-8	0	0	0	0	2.5587236522243E-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.009435745	Biota; Bacteria; Proteobacteria; Gammaproteobacteria	0	0	0	0	2.2172235672821E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.125459171973E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7869992369376E-9	1.062149130625E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.30648288341E-8	0	1.8659127648337E-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5618067198014E-9	0	0	0	0	0	0	0	1.5363128858341E-8	8.0411617515703E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.009584944	Biota; Bacteria	2.270003430968E-7	5.108357080986E-8	6.7127578799788E-8	1.5444986225542E-8	7.1675970284328E-9	6.5896505075903E-9	0	1.4269902714556E-8	0	9.8560420144529E-10	0	4.1276771268631E-9	2.0438463028655E-8	0	0	1.5179252769312E-8	5.7874725210208E-8	0	1.3007319382855E-8	2.6994472407337E-8	3.104521018725E-8	0	7.3035828915255E-8	0	2.2512073569424E-8	5.5991293007655E-8	0	2.9489351616131E-8	2.299923751493E-8	9.4261429986843E-9	0	7.8617533627371E-9	0	0	0	0	1.2822610496139E-8	2.3776568679346E-9	0	0	0	0	0	9.2776763860059E-9	0	0	6.0839295123161E-8	3.1240445468263E-8	0	1.6797491438904E-8	0	1.3817442093996E-8	0	0	5.5014235741864E-9	0	0	0	0	0	2.434809298315E-8	0	0	0	0	0	0	0	0	9.5589346935843E-9	0	1.2529781152305E-8	0	0	0	0	0	0	0	1.2354426532663E-7	0	0	1.9183048908922E-8	2.859534854224E-8	2.079548029599E-8	4.191991569707E-8	0	9.7476777504199E-9	4.4752608238905E-8	0	0	8.6935005293864E-8	0	0	0	1.1362799195068E-8	0	0	0	5.8616695985722E-9	1.8814854093861E-8	1.5566472374021E-9	4.9624332474329E-9	4.4896907165249E-9	1.4245299037623E-8	1.7038570780156E-8	0	0	6.2379126079091E-8	0	0	0	0	0	2.5975886054787E-8	6.6804477426578E-8	0	1.2989018991592E-8	2.4730436000914E-8	1.372420947388E-9	0	0	0	5.8694242244726E-9	1.0947255738236E-8	0	2.2334687752097E-8	1.1712413190774E-7	1.3374264564814E-8	0	2.6289819002509E-7	3.8771280603387E-7	1.8608107978527E-7	3.4332530790085E-7	3.7080844966964E-7	0	1.9167219970484E-9	1.7482949944504E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.013096321	Biota; Bacteria; Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4973229160849E-8	0	0	2.0261977452593E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3762759707947E-8	0	3.7031025109496E-8	2.6673056776103E-8	0	3.4568452106966E-8	0	0	0	0	0	0	0	0	0	0	0	2.0626330499745E-8	0	0	6.8770722956955E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.17214917084E-9	0	8.3594147490397E-8	0	9.2905936260916E-9	0	1.66277259085E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8908256303658E-9	0	2.5654806346069E-8	1.5545956364123E-8	1.0141984529676E-8	0	0	0	0	6.0675394057374E-9	0	0	1.0931599717498E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.014491998	Biota; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio parahaemolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0615389686181E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
