		TARA_004_DCM_0.22-1.6	TARA_004_SRF_0.22-1.6	TARA_007_DCM_0.22-1.6	TARA_009_DCM_0.22-1.6	TARA_009_SRF_0.22-1.6	TARA_018_DCM_0.22-1.6	TARA_018_SRF_0.22-1.6	TARA_023_DCM_0.22-1.6	TARA_025_DCM_0.22-1.6	TARA_025_SRF_0.22-1.6	TARA_030_DCM_0.22-1.6	TARA_031_SRF_0.22-1.6	TARA_032_DCM_0.22-1.6	TARA_032_SRF_0.22-1.6	TARA_033_SRF_0.22-1.6	TARA_034_DCM_0.22-1.6	TARA_034_SRF_0.22-1.6	TARA_036_DCM_0.22-1.6	TARA_036_SRF_0.22-1.6	TARA_037_MES_0.22-1.6	TARA_038_DCM_0.22-1.6	TARA_038_MES_0.22-1.6	TARA_038_SRF_0.22-1.6	TARA_039_DCM_0.22-1.6	TARA_039_MES_0.22-1.6	TARA_041_DCM_0.22-1.6	TARA_041_SRF_0.22-1.6	TARA_042_DCM_0.22-1.6	TARA_042_SRF_0.22-1.6	TARA_045_SRF_0.22-1.6	TARA_048_SRF_0.22-1.6	TARA_052_DCM_0.22-1.6	TARA_052_SRF_0.22-1.6	TARA_056_MES_0.22-3	TARA_056_SRF_0.22-3	TARA_057_SRF_0.22-3	TARA_058_DCM_0.22-3	TARA_062_SRF_0.22-3	TARA_064_DCM_0.22-3	TARA_064_MES_0.22-3	TARA_064_SRF_0.22-3	TARA_065_DCM_0.22-3	TARA_065_MES_0.22-3	TARA_065_SRF_0.22-3	TARA_066_DCM_0.22-3	TARA_066_SRF_0.22-3	TARA_067_SRF_0.22-3	TARA_068_DCM_0.22-3	TARA_068_MES_0.22-3	TARA_068_SRF_0.22-3	TARA_070_MES_0.22-3	TARA_070_SRF_0.22-3	TARA_072_DCM_0.22-3	TARA_072_MES_0.22-3	TARA_072_SRF_0.22-3	TARA_076_DCM_0.22-3	TARA_076_MES_0.22-3	TARA_076_SRF_0.22-3	TARA_078_DCM_0.22-3	TARA_078_MES_0.22-3	TARA_078_SRF_0.22-3	TARA_082_DCM_0.22-3	TARA_082_SRF_0.22-3	TARA_084_SRF_0.22-3	TARA_085_DCM_0.22-3	TARA_085_MES_0.22-3	TARA_085_SRF_0.22-3	TARA_093_DCM_0.22-3	TARA_093_SRF_0.22-3	TARA_094_SRF_0.22-3	TARA_096_SRF_0.22-3	TARA_098_DCM_0.22-3	TARA_098_MES_0.22-3	TARA_098_SRF_0.22-3	TARA_099_SRF_0.22-3	TARA_100_DCM_0.22-3	TARA_100_DCM_0.22-3	TARA_100_SRF_0.22-3	TARA_102_DCM_0.22-3	TARA_102_MES_0.22-3	TARA_102_SRF_0.22-3	TARA_109_DCM_0.22-3	TARA_109_MES_0.22-3	TARA_109_SRF_0.22-3	TARA_110_DCM_0.22-3	TARA_110_MES_0.22-3	TARA_110_SRF_0.22-3	TARA_111_DCM_0.22-3	TARA_111_MES_0.22-3	TARA_111_SRF_0.22-3	TARA_112_DCM_0.22-3	TARA_112_MES_0.22-3	TARA_112_SRF_0.22-3	TARA_122_DCM_0.22-3	TARA_122_MES_0.22-3	TARA_122_SRF_0.22-3	TARA_123_MIX_0.22-3	TARA_123_SRF_0.22-3	TARA_124_MIX_0.22-3	TARA_124_SRF_0.22-3	TARA_125_MIX_0.22-3	TARA_125_SRF_0.22-3	TARA_128_DCM_0.22-3	TARA_128_SRF_0.22-3	TARA_132_DCM_0.22-3	TARA_132_MES_0.22-3	TARA_132_SRF_0.22-3	TARA_133_DCM_0.22-3	TARA_133_MES_0.22-3	TARA_133_SRF_0.22-3	TARA_137_DCM_0.22-3	TARA_137_MES_0.22-3	TARA_137_SRF_0.22-3	TARA_138_DCM_0.22-3	TARA_138_MES_0.22-3	TARA_138_SRF_0.22-3	TARA_140_SRF_0.22-3	TARA_141_SRF_0.22-3	TARA_142_DCM_0.22-3	TARA_142_MES_0.22-3	TARA_142_SRF_0.22-3	TARA_145_MES_0.22-3	TARA_145_SRF_0.22-3	TARA_146_MES_0.22-3	TARA_146_SRF_0.22-3	TARA_148_SRF_0.22-3	TARA_148b_MES_0.22-3	TARA_149_MES_0.22-3	TARA_149_SRF_0.22-3	TARA_150_DCM_0.22-3	TARA_150_SRF_0.22-3	TARA_151_DCM_0.22-3	TARA_151_SRF_0.22-3	TARA_152_MES_0.22-3	TARA_152_MIX_0.22-3	TARA_152_SRF_0.22-3	TARA_155_MES_0.22-3	TARA_155_SRF_0.22-3	TARA_158_DCM_0.22-3	TARA_158_MES_0.22-3	TARA_158_SRF_0.22-3	TARA_163_MES_0.22-3	TARA_163_SRF_0.22-3	TARA_168_DCM_0.22-3	TARA_168_MIX_0.22-3	TARA_173_DCM_0.22-3	TARA_173_DCM_0.22-3	TARA_173_SRF_0.22-3	TARA_175_SRF_0.22-3	TARA_175_ZZZ_0.22-3	TARA_178_SRF_0.22-3	TARA_180_DCM_0.22-3	TARA_188_DCM_0.22-3	TARA_188_SRF_0.22-3	TARA_189_DCM_0.22-3	TARA_189_MES_0.22-3	TARA_189_SRF_0.22-3	TARA_191_SRF_0.22-3	TARA_193_SRF_0.22-3	TARA_194_DCM_0.22-3	TARA_194_SRF_0.22-3	TARA_196_SRF_0.22-3	TARA_201_DCM_0.22-3	TARA_201_MES_0.22-3	TARA_201_SRF_0.22-3	TARA_205_MES_0.22-3	TARA_205_SRF_0.22-3	TARA_206_MES_0.22-3	TARA_206_SRF_0.22-3	TARA_208_SRF_0.22-3	TARA_209_MES_0.22-3	TARA_209_SRF_0.22-3	TARA_210_MES_0.22-3
OM-RGC.v2.012917241	Biota; Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0780563449701E-8	4.2503995776191E-8	2.148847788578E-8	0	2.3306429582744E-8	0	0	0	0	0	4.1898858450009E-8	5.7867858595062E-8	1.2573396949343E-7	0	4.8606405396712E-9	1.7402897801263E-7	5.1125830447168E-8	6.6387865456733E-8	2.067453793684E-7	0	0	2.765951856452E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0985100712347E-8	1.8423537170095E-7	9.7098950294269E-9	1.8800581402795E-8	3.6566124158779E-8	0	0	1.178334479073E-8	0	0	5.0257394204505E-8	8.033605001903E-9	0	1.0807611911597E-8	0	0	0	0	1.1278382731519E-8	4.5542560986438E-8	1.5032086718076E-8	0	0	0	0	0	0	3.281335030327E-8	0	9.7673960144929E-9	3.2934517476744E-8	0	8.6315671940803E-8	8.1837892724109E-8	7.9391248193775E-8	5.0622862352128E-8	0	0	1.394034063878E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.013210018	Biota; Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8524948195079E-9	0	2.1156489590202E-7	1.8463535177189E-7	0	6.4277592631859E-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.7022508595477E-9	0	0	0	0	0	0	0	0	0
OM-RGC.v2.013259804	Biota; Bacteria; Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6437469230808E-7	2.481667998221E-8	8.5083120507118E-9	4.7193746628182E-7	8.2970665209492E-8	2.0795437881375E-7	4.4024527441822E-7	3.5432399602354E-8	7.2497072576416E-8	1.8081575299649E-8	9.3786698882945E-9	3.1689005904992E-8	5.9582514952888E-8	0	8.756201148827E-8	2.4664641963074E-8	1.1875395266914E-7	2.0185626204702E-7	1.9591146440616E-7	6.5894016132361E-8	1.306863865687E-7	6.2030015608413E-8	3.268710123993E-7	1.0709329952031E-7	2.7383887722501E-7	0	3.6076272014206E-8	1.7761484379977E-8	1.8518219532197E-8	1.8612889375772E-8	1.2485809831654E-8
OM-RGC.v2.013361550	Biota; Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5411311683278E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9705660419101E-9	1.4405559158738E-8	0	0	3.8289059554304E-9	0	0	5.9876376884645E-9	0	9.5460775671014E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6550173599621E-8	0	6.0358028143919E-9	0	0	0	0	1.2295545418266E-8	0	6.2687020435553E-9
OM-RGC.v2.013534605	Biota; Bacteria; Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2736265343084E-6	0	5.2259000825609E-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.013556010	Biota; Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5385115009209E-8	0	0	1.9838309058615E-8	0	1.7541504945172E-7	0	2.1965027109408E-8	0	0	0	0	0	0	0	0	0	5.4318550272659E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6958418390603E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.013618595	Biota; Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0710361816957E-8	0	0	0	0	0	0	0	0	0	0	0	0	2.1014865270852E-8	3.8999237303542E-9	0	1.2305894179245E-8	0	1.2414199821391E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.6513823852284E-9	1.7544634849654E-8	1.4956498231955E-7	0	0	7.6551955262948E-8	0	1.4621331744552E-6	2.5820168746565E-7	2.0224736702176E-7	0	0	5.4015684268672E-8	9.4891634910743E-8	2.1375076586586E-6	1.0733203769107E-8	1.1189834782523E-7	1.2761375640197E-8	0	2.1804105035267E-8	1.8272816792445E-7	2.4460074735918E-8	1.3687155021191E-7	2.5422915296263E-7	0	2.3861194234609E-7	0	0	2.6612078759176E-7	0	0	1.8152286338458E-7	0	0	2.5829208056156E-8	0	1.3930662476984E-8	0	0	0	1.0670059945581E-8	2.7999432403783E-7	2.5518289156667E-7	0	0	0	0	0	0	0	0	9.947090021224E-9	0	0	0	0	0	0	0	2.1762207446541E-8	0	0	0	0	0	0	0	0	1.0917796835681E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.013631069	Biota; Bacteria; Proteobacteria; Gammaproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0566173488986E-8	0	0	0	0	8.4056906807518E-9	0	0	0	0	0	0	6.7219199352792E-9	0	0	0	0	0	0	0	8.8472369185616E-8	0	4.4148881116743E-8	6.57057013336E-7	0	0	0	0	0	2.5205193531047E-8	0	2.2677408711739E-8	0	0	9.3460799907371E-8	0	1.6406512754549E-8	2.3250534698793E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.909203551958E-9	0	0	0	0	0	0	2.976824596053E-8	0	0	1.2292755508309E-8	0	0	0	0	0	0	0	6.0665122323242E-9	0	0	1.5493477568626E-7	0	0	0	0	0	0	0	0	0	0	0	1.0393133128027E-7	0	0	2.6157718404891E-8	0	0	1.0609436121712E-8	0	0	2.5338977405861E-8	0	0	0	0	3.1625563153486E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.013855218	Biota; Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17163907727E-8	0	7.3047762190574E-9	0	0	0	0	0	0	0	2.1629468693638E-8	1.2042834191372E-7	1.1136544059423E-7	4.2246650993663E-8	2.2825169353011E-6	0	0	0	0	0	5.6292504392738E-7	0	1.429912018764E-7	4.521997451812E-7	0	0	0	0	0	1.2741451495851E-8	0	1.2280221185944E-8	0	0	0	0	3.3942761891307E-8	1.8681738438701E-8	0	7.9471549305399E-9	3.8012137441268E-8	0	0	0	0	1.0003366987546E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2522986656419E-8	0	0	1.1739755268783E-8	0	0	1.2230813580244E-8	0	2.5539814415665E-7	5.727752759103E-7	0	2.7500560138594E-7	6.6289385269392E-7	0	5.9495604543361E-7	0	1.5723687698751E-7	0	2.8959413996236E-7	0	0	0	5.5742077784104E-8	1.817932740617E-7	0	0	1.4356599110026E-7	0	1.0138309787163E-8	3.149949742315E-8	0	3.259513164911E-8	3.5410744689322E-8	0	0	0	5.4111088122767E-8	2.1985116395132E-7	0	3.5658749836183E-7	0	7.8090472652058E-8	0	0	1.554898621882E-7	7.3464826585803E-8	0	0	0	2.9234787334147E-8	0	8.6005393365343E-8	0	0	2.2512215946135E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.013979482	Biota; Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Seonamhaeicola; Seonamhaeicola sp. S2-3	0	0	0	0	8.2823592255448E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.7540824439408E-9	0	3.0768949752205E-9	1.6508050428396E-8	8.0570944165947E-9	0	0	2.2160090842366E-7	0	0	0	0	0	2.2152506273152E-8	0	0	0	0	0	0	0	0	6.3977203485603E-9	0	2.558459061173E-7	3.1418344698628E-8	3.97221430951E-8	9.4648860923105E-8	4.3497940856416E-8	0	1.957366690768E-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0649633866015E-8	0	0	0	0	0	0	0	0	0	0	1.273994627271E-8	0	0	1.2983277149116E-8	1.6898342353269E-8	0	0	0	0	0	0	0	0	0	3.4335363492941E-8	5.0574114690645E-8	0	0	0	0	0	2.0030677246962E-7	0	0	2.5661083050848E-8	0	0	0	3.3100804861267E-8	1.8648328856338E-7	0	1.915398063512E-7	0	9.8694807713045E-8	0	0	1.5421976686225E-7	1.430740564321E-7	0	0	0	8.0875380202774E-9	0	1.1855124919388E-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.013987956	Biota; Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2333912976247E-7	1.2871807260973E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.013996818	Biota; Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6767864261162E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5165814225418E-9	0	0	0	0	0	0	0	0	2.8604793368388E-8	0	3.7966272010807E-8	0	0	0	0	1.2425787049661E-7	0	0	0	2.0684930248533E-7	0	0	5.408600390822E-7	0	0	5.2400208996706E-8	0	0	9.4789949704564E-9	0	1.0578432340271E-8	2.6509514959411E-8	0	1.7202160957025E-8	1.5323527375659E-7	0	0	1.0863220084233E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1158319140737E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5193853679271E-7	0	0	0	0	0	1.5834390657891E-8	0	0	0	0	3.4983515189586E-8	0	0	0	0	9.3197789943796E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7321985826819E-8	0	2.9051607112564E-8	0	5.3962668438939E-8	0	0	9.4033153016314E-8	0	3.2730712615765E-8
OM-RGC.v2.014036258	Biota; Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3217631569448E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2856151648673E-8
OM-RGC.v2.014036530	Biota; Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2340951924531E-8	0	0	0	0	0	0	0	0	1.2128412523481E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.014039879	Biota; Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6470081114972E-7	0	0	0	0	0	1.4532517034561E-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7212674712863E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1308160967015E-8	2.704264971953E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.015901893	Biota; Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8829114447657E-8	5.1193309512478E-8	0	0	2.1107059150091E-8	4.1279481241127E-9	1.4983071604592E-8	5.8782045985037E-9	0	4.6382259865459E-8	2.2124468244493E-8	0	0	2.442290501945E-7	3.1780288797554E-8	1.2477332979901E-7	0	0	6.6522923821903E-8	0	0	0	0	0	0	0	0	4.8153091262934E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.019229083	Biota; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Psychrobacter	0	1.6383975598674E-8	0	0	0	0	0	0	0	9.3788285798767E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5490977913611E-8	0	0	0	0	0	0	0	0	0	0	9.9913912209453E-8	0	0	2.0165344185905E-8	0	3.0470573602594E-8	1.4204640694592E-8	0	4.4801796179376E-7	6.059105044946E-8	1.8809751096641E-7	0	1.0535597309245E-8	1.2748491600735E-8	2.7608064776931E-8	1.4365209026373E-7	0	1.2864379317397E-8	3.5624501352282E-9	9.5085927652176E-8	0	1.9661449807976E-8	7.796074403643E-8	0	0	1.2396831895795E-8	0	0	0	0	0	0	3.4649408793491E-9	0	0	2.6487598634163E-8	0	5.4571952967457E-9	7.3197717697142E-9	0	0	2.088563519581E-8	0	0	0	0	0	0	0	0	0	0	0	0	1.1993910323816E-8	3.420263161652E-8	0	0	9.1465180364505E-8	0	0	0	0	0	2.2399363875242E-8	0	0	0	2.9499034701384E-8	0	0	0	0	0	0	0	9.3506481963559E-9	0	0	0	0	0	0	8.5977763878181E-8	0	1.1830651957965E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.019912558	Biota; Archaea; Candidatus Pacearchaeota; Candidatus Pacearchaeota archaeon CG1_02_32_132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3662526956875E-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.022351062	Biota; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Psychrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8553264524466E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.022445824	Biota; Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3129942183381E-8	1.2836178747831E-7	0	0	0	7.9655908816784E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	9.9811333913148E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.022660198	Biota; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Psychrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8978090679492E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7921819280165E-8	0	0	0	0	0	0	0	1.7531969954221E-8	0	0	0	3.3737256995E-8	0	0	2.367789382935E-8	0	1.6670614225741E-8
